scenario_id,mdp,scenario_role,method,alpha,penalized_pair_count,heldout_long_horizon_value_mse,value_mse,value_overestimation_error,value_underestimation_error,q_calibration_error,q_overestimation_error,q_underestimation_error,policy_regret,risky_action_selection_rate,eval_greedy_action,exact_optimal_action,chose_exact_optimal_action,triangle_violation_rate,triangle_violation_count,risky_success_count,risky_failure_count,risky_success_rate_observed,learned_risky_q,learned_safe_q,exact_risky_q,exact_safe_q
risk_optimal_matched,risk_optimal_matched,main_matched,mc_supervised,,0,0.0,6.2592723192585165e-34,1.1102230246251565e-16,0.0,0.04556250000000001,1.1102230246251565e-16,0.7290000000000001,0.0,1.0,risky,risky,True,0.25,2,9,1,0.9,0.8100000000000002,0.0,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,trl_raw,,0,0.0,0.03321,0.81,0.0,0.05625,0.81,0.0,0.0,1.0,risky,risky,True,0.0,0,9,1,0.9,0.9,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,trl_log,,0,0.0,3.851859888774472e-35,2.7755575615628914e-17,0.0,1.734723475976807e-18,2.7755575615628914e-17,0.0,0.0,1.0,risky,risky,True,0.25,2,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,mc_plus_trl_log,,0,0.0,9.62964972193618e-36,1.3877787807814457e-17,0.0,8.673617379884035e-19,1.3877787807814457e-17,0.0,0.0,1.0,risky,risky,True,0.25,2,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,successor_distance_best_0005,,0,0.0,6.2592723192585165e-34,1.1102230246251565e-16,0.0,7.806255641895632e-18,1.1102230246251565e-16,0.0,0.0,1.0,risky,risky,True,0.25,2,9,1,0.9,0.8100000000000002,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,one_sided_conservative_log_trl_alpha_0_00,0.0,0,0.0,3.851859888774472e-35,2.7755575615628914e-17,0.0,1.734723475976807e-18,2.7755575615628914e-17,0.0,0.0,1.0,risky,risky,True,0.25,2,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,one_sided_conservative_log_trl_alpha_0_20,0.2,1,0.0,0.0004049999999999997,2.7755575615628914e-17,0.08999999999999997,0.005625,2.7755575615628914e-17,0.08999999999999997,0.0,1.0,risky,risky,True,0.375,3,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,one_sided_conservative_log_trl_alpha_0_40,0.4,1,0.0,0.001620000000000001,2.7755575615628914e-17,0.18000000000000005,0.011250000000000005,2.7755575615628914e-17,0.18000000000000005,0.0,1.0,risky,risky,True,0.375,3,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_matched,risk_optimal_matched,main_matched,one_sided_conservative_log_trl_alpha_0_60,0.6,1,0.0,0.0036450000000000002,2.7755575615628914e-17,0.27,0.016875,2.7755575615628914e-17,0.27,0.0,1.0,risky,risky,True,0.375,3,9,1,0.9,0.81,0.7290000000000001,0.81,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,mc_supervised,,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.1299375,0.675,0.7290000000000001,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.0,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,trl_raw,,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,trl_log,,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,mc_plus_trl_log,,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,successor_distance_best_0005,,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,one_sided_conservative_log_trl_alpha_0_00,0.0,0,0.029240999999999975,0.024243300000000002,0.17099999999999993,0.675,0.084375,0.675,0.675,0.5040000000000001,1.0,risky,safe,False,0.0,0,4,0,1.0,0.9,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,one_sided_conservative_log_trl_alpha_0_20,0.2,2,0.006560999999999994,0.023514300000000002,0.08099999999999996,0.675,0.084375,0.5850000000000001,0.675,0.5040000000000001,1.0,risky,safe,False,0.2857142857142857,2,4,0,1.0,0.81,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,one_sided_conservative_log_trl_alpha_0_40,0.4,2,0.0,0.024401250000000006,0.0,0.675,0.084375,0.495,0.675,0.0,0.0,safe,safe,True,0.2857142857142857,2,4,0,1.0,0.72,0.7290000000000001,0.225,0.7290000000000001
safe_optimal_lucky_only_stress,safe_optimal_lucky_only,stress_biased,one_sided_conservative_log_trl_alpha_0_60,0.6,2,0.0,0.026426250000000002,0.0,0.675,0.084375,0.405,0.675,0.0,0.0,safe,safe,True,0.2857142857142857,2,4,0,1.0,0.63,0.7290000000000001,0.225,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,mc_supervised,,0,0.0,0.06561000000000002,0.8100000000000002,0.81,0.1468125,0.8100000000000002,0.81,0.0,1.0,risky,risky,True,0.14285714285714285,1,0,8,0.0,0.0,0.0,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,trl_raw,,0,0.0,0.03313305000000001,0.81,0.08099999999999996,0.10125,0.81,0.81,0.08099999999999996,0.0,safe,risky,False,0.0,0,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,trl_log,,0,0.0,0.03313305000000001,0.81,0.08099999999999996,0.10125,0.81,0.81,0.08099999999999996,0.0,safe,risky,False,0.0,0,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,mc_plus_trl_log,,0,0.0,0.03313305000000001,0.8100000000000002,0.08099999999999996,0.10125,0.8100000000000002,0.81,0.08099999999999996,0.0,safe,risky,False,0.0,0,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,successor_distance_best_0005,,0,0.0,0.03313305000000001,0.8100000000000002,0.08099999999999996,0.10125,0.8100000000000002,0.81,0.08099999999999996,0.0,safe,risky,False,0.0,0,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,one_sided_conservative_log_trl_alpha_0_00,0.0,0,0.0,0.03313305000000001,0.81,0.08099999999999996,0.10125,0.81,0.81,0.08099999999999996,0.0,safe,risky,False,0.0,0,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,one_sided_conservative_log_trl_alpha_0_20,0.2,2,0.0,0.02858574156515008,0.7463603896932108,0.08999999999999997,0.10289752435582566,0.7463603896932108,0.81,0.08099999999999996,0.0,safe,risky,False,0.2857142857142857,2,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,one_sided_conservative_log_trl_alpha_0_40,0.4,2,0.0,0.02525343313030014,0.6827207793864215,0.18000000000000005,0.10454504871165135,0.6827207793864215,0.81,0.08099999999999996,0.0,safe,risky,False,0.2857142857142857,2,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
risk_optimal_no_success_stress,risk_optimal_no_success,stress_biased,one_sided_conservative_log_trl_alpha_0_60,0.6,2,0.0,0.023136124695450205,0.6190811690796322,0.27,0.10619257306747701,0.6190811690796322,0.81,0.08099999999999996,0.0,safe,risky,False,0.2857142857142857,2,0,8,0.0,0.0,0.7290000000000001,0.81,0.7290000000000001
