scenario_id,mdp,method,horizon_bin,num_value_pairs,num_q_pairs,value_mse,value_overestimation_error,value_underestimation_error,q_calibration_error,q_overestimation_error,q_underestimation_error,heldout_long_horizon_value_mse,overall_value_mse,overall_q_calibration_error,policy_regret,risky_action_selection_rate,eval_greedy_action,exact_optimal_action,chose_exact_optimal_action,risky_success_count,risky_failure_count,risky_success_rate_observed,learned_risky_q,learned_safe_q,exact_risky_q,exact_safe_q
chain_len9,deterministic_chain_len9,mc_supervised,h1_train_visible,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3917058232298766,0.22849506355076135,0.4656078690468753,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,mc_supervised,h2_train_visible,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.3917058232298766,0.22849506355076135,0.4656078690468753,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,mc_supervised,heldout_gt2,42,98,0.3917058232298766,0.0,0.7290000000000001,0.6081408901836739,0.0,0.7290000000000001,0.3917058232298766,0.22849506355076135,0.4656078690468753,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_raw,h1_train_visible,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_raw,h2_train_visible,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_raw,heldout_gt2,42,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_log,h1_train_visible,16,16,0.0,0.0,0.0,0.0,0.0,0.0,2.9347503914472164e-34,1.7119377283442096e-34,4.336808689942018e-18,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_log,h2_train_visible,14,14,0.0,0.0,0.0,0.0,0.0,0.0,2.9347503914472164e-34,1.7119377283442096e-34,4.336808689942018e-18,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,trl_log,heldout_gt2,42,98,2.9347503914472164e-34,5.551115123125783e-17,0.0,5.664403186863044e-18,5.551115123125783e-17,0.0,2.9347503914472164e-34,1.7119377283442096e-34,4.336808689942018e-18,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,mc_plus_trl_log,h1_train_visible,16,16,0.0,0.0,0.0,0.0,0.0,0.0,2.9347503914472164e-34,1.7119377283442096e-34,0.13125827819531247,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,mc_plus_trl_log,h2_train_visible,14,14,0.0,0.0,0.0,0.0,0.0,0.0,2.9347503914472164e-34,1.7119377283442096e-34,0.13125827819531247,0.0,0.0,right,right,True,0,0,,,,,
chain_len9,deterministic_chain_len9,mc_plus_trl_log,heldout_gt2,42,98,2.9347503914472164e-34,5.551115123125783e-17,0.0,0.17143938376530607,5.551115123125783e-17,0.36450000000000005,2.9347503914472164e-34,1.7119377283442096e-34,0.13125827819531247,0.0,0.0,right,right,True,0,0,,,,,
risky_matched,risky_shortcut_matched,mc_supervised,h1_train_visible,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.25401600000000013,0.012700800000000007,0.045562500000000006,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.225,0.0,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_supervised,h2_train_visible,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25401600000000013,0.012700800000000007,0.045562500000000006,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.225,0.0,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_supervised,heldout_gt2,1,1,0.25401600000000013,0.0,0.5040000000000001,0.7290000000000001,0.0,0.7290000000000001,0.25401600000000013,0.012700800000000007,0.045562500000000006,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.225,0.0,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_supervised,unreachable,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.25401600000000013,0.012700800000000007,0.045562500000000006,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.225,0.0,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_raw,h1_train_visible,4,5,0.012656249999999997,0.22499999999999998,0.0,0.18,0.675,0.0,0.029240999999999975,0.003993299999999998,0.05625,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.9,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_raw,h2_train_visible,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.029240999999999975,0.003993299999999998,0.05625,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.9,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_raw,heldout_gt2,1,1,0.029240999999999975,0.17099999999999993,0.0,0.0,0.0,0.0,0.029240999999999975,0.003993299999999998,0.05625,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.9,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_raw,unreachable,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.029240999999999975,0.003993299999999998,0.05625,0.5040000000000001,1.0,risky,safe,False,2,6,0.25,0.9,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_log,h1_train_visible,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_log,h2_train_visible,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_log,heldout_gt2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,trl_log,unreachable,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_plus_trl_log,h1_train_visible,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_plus_trl_log,h2_train_visible,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_plus_trl_log,heldout_gt2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
risky_matched,risky_shortcut_matched,mc_plus_trl_log,unreachable,13,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,safe,safe,True,2,6,0.25,0.225,0.7290000000000001,0.225,0.7290000000000001
