behavior,gamma,seed,coverage_adequate,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,target_mean_within_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error,soft_greedy_raw_return,sampled_greedy_raw_return
uniform_random,0.95,0,False,12.133333333333335,1.6,7.127245212291966e-05,0.0002871255716621002,True,0.004849011917693404,0.005289120066203082,0.14911204456062627,0.1930988123970447,78.93,2.000000000000001
uniform_random,0.95,1,False,10.266666666666666,2.3333333333333335,1.0521138024431609e-05,0.0002991640798974248,True,0.004858097760573718,0.009629039484986737,0.16704574244521972,0.17011320736118354,80.96,81.16
uniform_random,0.95,2,False,13.133333333333333,2.666666666666667,7.489695230415705e-05,0.0003238825458655654,True,0.005067713291036237,0.007615563809200795,0.14640471750525366,0.1784587742060505,79.85,79.92
uniform_random,0.95,3,False,12.666666666666666,2.8666666666666667,0.0001063824950731096,0.000460001748741606,True,0.004483070974699629,0.005180818473189329,0.1345913525157271,0.09239539254563119,80.41,78.7
uniform_random,0.95,4,False,9.200000000000001,2.0,6.129552519579251e-07,0.0002495270896967243,True,0.004641818845450098,0.005212638763452384,0.18046929645174578,0.25607768912645607,79.67,80.4
uniform_random,0.95,5,False,10.933333333333334,1.8666666666666667,3.125041232695386e-05,0.0002811928806485906,True,0.004609497054067226,0.009753553215855146,0.1639445325517562,0.18385786328528586,79.37,79.65
uniform_random,0.95,6,False,10.8,1.6666666666666665,4.3232372314294665e-05,0.0003031626532506796,True,0.004046258925798798,0.005597534359635219,0.15903496781248297,0.21280801180047856,80.38,79.28
uniform_random,0.95,7,False,9.866666666666667,2.4,5.0248686979781354e-05,0.00026301176312977325,True,0.00411057261588246,0.010592293636429823,0.16185877514278627,0.20015939163265226,79.28,2.000000000000001
uniform_random,0.95,8,False,13.066666666666666,2.8666666666666667,0.00011524583864205851,0.00039658783810486253,True,0.005641237019092139,0.007338155959165468,0.13207645810212568,0.09976314551697237,80.63,79.88
uniform_random,0.95,9,False,11.6,2.466666666666667,7.0296089331040035e-06,0.00034683487676483784,True,0.004498858800295665,0.008141415309555826,0.14737424660854678,0.12219124523634044,81.03,81.65
uniform_random,0.99,0,False,12.333333333333332,0.6666666666666667,3.77856057802578e-05,0.00019108565494559268,True,0.0016494818443419448,0.0020013944152842155,0.3426745894125966,0.2555050741685266,78.93,0.0
uniform_random,0.99,1,False,11.733333333333333,0.4666666666666667,1.9279181260878353e-05,0.00014154222539427584,True,0.0013294223167957641,0.0022452937327912224,0.3410067793577556,0.2833042419102411,80.96,81.16
uniform_random,0.99,2,False,11.333333333333334,0.2,4.263528522795157e-05,0.00011508904572586656,True,0.0012839090247565611,0.006517239772601411,0.343859360329297,0.33050689603156425,79.85,2.000000000000001
uniform_random,0.99,3,False,9.266666666666667,0.33333333333333337,2.6512083010674092e-05,0.0001304862910190572,True,0.0013141846228753862,0.003189688760701743,0.3522747325695292,0.29932961205473746,80.41,2.000000000000001
uniform_random,0.99,4,False,9.933333333333332,0.33333333333333337,2.25594595291978e-05,0.00012596192461948895,True,0.001256286198100462,0.004931827269620409,0.3490861946603166,0.2899985854022566,79.67,0.0
uniform_random,0.99,5,False,15.666666666666668,0.2,2.0133892918890173e-05,0.0001312220297420295,True,0.001548190857438071,0.0037991875411258007,0.32695714388792096,0.3112534517975595,79.37,0.0
uniform_random,0.99,6,False,10.200000000000001,0.4,1.7118475717649295e-05,0.00015827373799294836,True,0.001926241864887034,0.004814192898121354,0.3521424553246766,0.25905567448072647,80.38,2.000000000000001
uniform_random,0.99,7,False,13.600000000000001,0.26666666666666666,2.4459276929608698e-06,0.00012928593493214262,True,0.0014224658941672092,0.0017639555719601112,0.33539314417502286,0.30711799016925134,79.28,81.54
uniform_random,0.99,8,False,11.4,0.33333333333333337,6.63264940385655e-06,0.00015375966375516547,True,0.0012340565223224777,0.0024650249590051007,0.3455650927148799,0.2749172850258251,80.63,2.000000000000001
uniform_random,0.99,9,False,10.533333333333335,0.5333333333333333,1.69495034965661e-05,0.0001603355554713786,True,0.0017242716697207366,0.004138718315123069,0.34844117481499565,0.2527084476492129,81.03,0.0
uniform_random,0.995,0,False,13.333333333333332,0.4,1.1204451976658258e-05,0.00010872423125122055,True,0.0008572671543196157,0.010929591535579672,0.37907270619426653,0.23598743201179015,78.93,0.0
uniform_random,0.995,1,False,11.999999999999998,0.2,7.771039102467958e-06,8.39452894335626e-05,True,0.0008067863143205641,0.006158887121085535,0.3823062099636574,0.31667672454646284,80.96,0.0
uniform_random,0.995,2,False,10.200000000000001,0.26666666666666666,1.7347904838746486e-05,0.0001235990180748146,True,0.0008339420260413399,0.0012875668823053032,0.38535212189279844,0.29633046830153437,79.85,2.000000000000001
uniform_random,0.995,3,False,10.733333333333333,0.26666666666666666,1.2822664086309388e-05,0.000111708942222101,True,0.0007113653305998903,0.006651614905434142,0.38441291575580383,0.2775099765701057,80.41,2.000000000000001
uniform_random,0.995,4,False,9.533333333333333,0.13333333333333333,1.2087145654673254e-05,7.932043017443774e-05,True,0.0008602506954087805,0.0011916957150600958,0.38769672315912174,0.34998634864227546,79.67,80.4
uniform_random,0.995,5,False,9.466666666666667,0.4666666666666667,3.290964300878274e-05,0.0001526860045675966,True,0.0007787257259132891,0.00484198006109784,0.3876356548067381,0.22098453041684293,79.37,0.0
uniform_random,0.995,6,False,11.999999999999998,0.33333333333333337,1.4305570415110158e-05,0.00013288851113362577,True,0.000777141170618467,0.002454788711098374,0.3808668825858948,0.26681084900916346,80.38,0.0
uniform_random,0.995,7,False,11.266666666666666,0.06666666666666667,1.6116784462798695e-05,7.230568948139321e-05,True,0.0007925344952479067,0.0068691912893843856,0.3857239369623053,0.38013714085539463,79.28,2.000000000000001
uniform_random,0.995,8,False,12.2,0.26666666666666666,7.529310164684777e-06,9.55469886836291e-05,True,0.0006949572633220517,0.001047854490798442,0.37977751766329443,0.3256971900379298,80.63,0.0
uniform_random,0.995,9,False,12.266666666666667,0.06666666666666667,6.769601330117864e-06,7.836503022486643e-05,True,0.0008290180882244624,0.0010959613732774518,0.38136269413592205,0.36739456028648054,81.03,2.000000000000001
right_biased_random,0.95,0,True,563.0666666666666,28.8,0.00018159295174630108,0.001097063029719624,True,0.0027135500170491073,0.01057112845434599,0.0054342922446028565,0.021507381277066123,78.93,2.000000000000001
right_biased_random,0.95,1,True,560.8666666666667,29.599999999999998,0.0002474099921663253,0.0011405189813698772,True,0.003227116893982152,0.008307640782931502,0.016197805471591498,0.05362789944170413,80.96,2.000000000000001
right_biased_random,0.95,2,True,584.1333333333333,29.4,4.33566638634586e-05,0.0011473855619183522,True,0.005253513792786671,0.01841286148034951,0.011202340355914464,0.02302940700560589,79.85,79.92
right_biased_random,0.95,3,True,536.5333333333333,27.133333333333333,0.00011163840172884187,0.0010904877753308215,True,0.002771953305406425,0.0130009143622233,0.0093441773852612,0.03563580521545398,80.41,78.7
right_biased_random,0.95,4,True,553.4,28.8,0.00027395733331836425,0.0011167643515549877,True,0.003432621193240374,0.008557457515001825,0.01245137024210583,0.016225918471038218,79.67,80.4
right_biased_random,0.95,5,True,564.8666666666667,29.46666666666667,1.4188023008399053e-05,0.001130452816250867,True,0.003323918327695375,0.010907896166399552,0.0058320711175282635,0.013562714312774692,79.37,79.65
right_biased_random,0.95,6,True,561.5333333333333,31.2,2.1352332228441462e-05,0.0011283432576085822,True,0.0026568242788897628,0.01549566185058266,0.014426790866655355,0.016929188226514926,80.38,79.28
right_biased_random,0.95,7,True,554.2666666666667,26.2,0.00033236181263596176,0.0010403137631312992,True,0.002886187197195351,0.011233446963697843,0.01526671097566404,0.05797375907411789,79.28,2.000000000000001
