cell_id,true_risky_success_prob,safe_length,risky_samples,observed_successes,observed_failures,observed_success_rate,classification,tags,method,exact_optimal_action,estimated_action,policy_regret,q_risky_true,q_safe_true,q_risky_estimate,risky_value_overestimation,risky_value_underestimation,calibration_error,matches_exact_action,empirical_identifiable,prior_dependent
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,trl_log,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.54,0.09000000000000002,0.0,0.09000000000000002,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.36045000000000005,0.0,0.08954999999999996,0.08954999999999996,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.71055,0.26055,0.0,0.26055,False,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.22107889588834206,0.0,0.22892110411165795,0.22892110411165795,True,False,True
cell_0259,0.5,4,8,5,3,0.625,prior_dependent,matched;ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,trl_log,safe,risky,0.2061,0.45,0.6561,0.675,0.22500000000000003,0.0,0.22500000000000003,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,empirical_transition_dp,safe,risky,0.2061,0.45,0.6561,0.675,0.22500000000000003,0.0,0.22500000000000003,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,empirical_risky_value,safe,risky,0.2061,0.45,0.6561,0.675,0.22500000000000003,0.0,0.22500000000000003,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.63,0.18,0.0,0.18,True,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.459,0.009000000000000008,0.0,0.009000000000000008,True,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.7834500000000001,0.3334500000000001,0.0,0.3334500000000001,False,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.33357889588834205,0.0,0.11642110411165796,0.11642110411165796,True,False,True
cell_0260,0.5,4,8,6,2,0.75,prior_dependent,ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,trl_log,safe,risky,0.2061,0.45,0.6561,0.7875,0.33749999999999997,0.0,0.33749999999999997,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,empirical_transition_dp,safe,risky,0.2061,0.45,0.6561,0.7875,0.33749999999999997,0.0,0.33749999999999997,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,empirical_risky_value,safe,risky,0.2061,0.45,0.6561,0.7875,0.33749999999999997,0.0,0.33749999999999997,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.7200000000000001,0.2700000000000001,0.0,0.2700000000000001,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.568575,0.11857500000000004,0.0,0.11857500000000004,True,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.845325,0.395325,0.0,0.395325,False,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.44607889588834204,0.0,0.003921104111657969,0.003921104111657969,True,False,True
cell_0261,0.5,4,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,trl_log,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,empirical_transition_dp,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,empirical_risky_value,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,posterior_mean_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.81,0.36000000000000004,0.0,0.36000000000000004,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,posterior_lower_q10_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.696825,0.24682500000000002,0.0,0.24682500000000002,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,posterior_upper_q90_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.889425,0.439425,0.0,0.439425,False,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.558578895888342,0.10857889588834196,0.0,0.10857889588834196,True,False,False
cell_0262,0.5,4,8,8,0,1.0,lucky_only,lucky_only;ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,raw_trl,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.049999999999999996,0.0,0.4,0.4,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.005625000000000001,0.0,0.444375,0.444375,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.11407500000000001,0.0,0.33592500000000003,0.33592500000000003,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0263,0.5,4,16,0,16,0.0,no_success,no_success;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.24142117795755155,0.0,0.20857882204244846,0.20857882204244846,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.05625,0.0,0.39375,0.39375,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.05625,0.0,0.39375,0.39375,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.05625,0.0,0.39375,0.39375,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.09999999999999999,0.0,0.35000000000000003,0.35000000000000003,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.028575,0.0,0.421425,0.421425,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.189225,0.0,0.260775,0.260775,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0264,0.5,4,16,1,15,0.0625,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.29767117795755155,0.0,0.15232882204244846,0.15232882204244846,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.1125,0.0,0.3375,0.3375,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.1125,0.0,0.3375,0.3375,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.1125,0.0,0.3375,0.3375,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.15,0.0,0.30000000000000004,0.30000000000000004,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.060075,0.0,0.389925,0.389925,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.255375,0.0,0.194625,0.194625,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0265,0.5,4,16,2,14,0.125,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.35392117795755157,0.0,0.09607882204244844,0.09607882204244844,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.16875,0.0,0.28125,0.28125,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.16875,0.0,0.28125,0.28125,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.16875,0.0,0.28125,0.28125,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.19999999999999998,0.0,0.25,0.25,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.096075,0.0,0.35392500000000005,0.35392500000000005,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.316575,0.0,0.13342500000000002,0.13342500000000002,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0266,0.5,4,16,3,13,0.1875,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.4101711779575516,0.0,0.03982882204244842,0.03982882204244842,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.225,0.0,0.225,0.225,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.225,0.0,0.225,0.225,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.225,0.0,0.225,0.225,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.25,0.0,0.2,0.2,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.13545,0.0,0.31455,0.31455,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.37485,0.0,0.07515,0.07515,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.0,0.0,0.45,0.45,True,True,False
cell_0267,0.5,4,16,4,12,0.25,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.46642117795755156,0.016421177957551547,0.0,0.016421177957551547,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.28125,0.0,0.16875,0.16875,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.28125,0.0,0.16875,0.16875,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.28125,0.0,0.16875,0.16875,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.3,0.0,0.15000000000000002,0.15000000000000002,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.17752500000000002,0.0,0.272475,0.272475,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.43019999999999997,0.0,0.01980000000000004,0.01980000000000004,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.03982882204244844,0.0,0.4101711779575516,0.4101711779575516,True,True,False
cell_0268,0.5,4,16,5,11,0.3125,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.5226711779575516,0.07267117795755157,0.0,0.07267117795755157,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.3375,0.0,0.11249999999999999,0.11249999999999999,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.3375,0.0,0.11249999999999999,0.11249999999999999,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.3375,0.0,0.11249999999999999,0.11249999999999999,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.35000000000000003,0.0,0.09999999999999998,0.09999999999999998,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.221625,0.0,0.22837500000000002,0.22837500000000002,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.48352500000000004,0.03352500000000003,0.0,0.03352500000000003,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.09607882204244844,0.0,0.35392117795755157,0.35392117795755157,True,True,False
cell_0269,0.5,4,16,6,10,0.375,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.5789211779575516,0.1289211779575516,0.0,0.1289211779575516,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,trl_log,safe,safe,0.0,0.45,0.6561,0.39375,0.0,0.05625000000000002,0.05625000000000002,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.39375,0.0,0.05625000000000002,0.05625000000000002,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.39375,0.0,0.05625000000000002,0.05625000000000002,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.39999999999999997,0.0,0.050000000000000044,0.050000000000000044,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.267525,0.0,0.182475,0.182475,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.53505,0.08505000000000001,0.0,0.08505000000000001,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.15232882204244844,0.0,0.2976711779575516,0.2976711779575516,True,True,False
cell_0270,0.5,4,16,7,9,0.4375,matched_identifiable,matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.6351711779575516,0.1851711779575516,0.0,0.1851711779575516,True,True,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,trl_log,safe,safe,0.0,0.45,0.6561,0.45,0.0,0.0,0.0,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.45,0.0,0.0,0.0,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.45,0.0,0.0,0.0,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.45,0.0,0.0,0.0,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.31545,0.0,0.13455,0.13455,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.58455,0.13455,0.0,0.13455,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.20857882204244846,0.0,0.24142117795755155,0.24142117795755155,True,False,False
cell_0271,0.5,4,16,8,8,0.5,ambiguous,matched;ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.6914211779575515,0.24142117795755152,0.0,0.24142117795755152,False,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,trl_log,safe,safe,0.0,0.45,0.6561,0.50625,0.05624999999999997,0.0,0.05624999999999997,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.50625,0.05624999999999997,0.0,0.05624999999999997,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.50625,0.05624999999999997,0.0,0.05624999999999997,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.5,0.04999999999999999,0.0,0.04999999999999999,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.36495000000000005,0.0,0.08504999999999996,0.08504999999999996,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.45,0.6561,0.632475,0.182475,0.0,0.182475,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.26482882204244845,0.0,0.18517117795755156,0.18517117795755156,True,False,False
cell_0272,0.5,4,16,9,7,0.5625,ambiguous,matched;ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.7476711779575516,0.29767117795755155,0.0,0.29767117795755155,False,False,False
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,trl_log,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.5625,0.11249999999999999,0.0,0.11249999999999999,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.55,0.10000000000000003,0.0,0.10000000000000003,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.416475,0.0,0.03352500000000003,0.03352500000000003,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.2061,0.45,0.6561,0.6783750000000001,0.22837500000000005,0.0,0.22837500000000005,False,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.45,0.6561,0.3210788220424485,0.0,0.12892117795755154,0.12892117795755154,True,False,True
cell_0273,0.5,4,16,10,6,0.625,prior_dependent,ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.2061,0.45,0.6561,0.8039211779575516,0.35392117795755157,0.0,0.35392117795755157,False,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,raw_trl,safe,risky,0.2061,0.45,0.6561,0.9,0.45,0.0,0.45,False,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,trl_log,safe,safe,0.0,0.45,0.6561,0.61875,0.16875,0.0,0.16875,True,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,empirical_transition_dp,safe,safe,0.0,0.45,0.6561,0.61875,0.16875,0.0,0.16875,True,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,empirical_risky_value,safe,safe,0.0,0.45,0.6561,0.61875,0.16875,0.0,0.16875,True,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.45,0.6561,0.6,0.14999999999999997,0.0,0.14999999999999997,True,False,True
cell_0274,0.5,4,16,11,5,0.6875,prior_dependent,ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.45,0.6561,0.46980000000000005,0.01980000000000004,0.0,0.01980000000000004,True,False,True
