cell_id,true_risky_success_prob,safe_length,risky_samples,observed_successes,observed_failures,observed_success_rate,classification,tags,method,exact_optimal_action,estimated_action,policy_regret,q_risky_true,q_safe_true,q_risky_estimate,risky_value_overestimation,risky_value_underestimation,calibration_error,matches_exact_action,empirical_identifiable,prior_dependent
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,raw_trl,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.15,0.059999999999999984,0.0,0.059999999999999984,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.0189,0.0,0.07110000000000001,0.07110000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.3321,0.24209999999999998,0.0,0.24209999999999998,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0001,0.1,2,4,0,4,0.0,no_success,no_success;matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.4828423559151031,0.3928423559151031,0.0,0.3928423559151031,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.3,0.20999999999999996,0.0,0.20999999999999996,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.101025,0.011024999999999993,0.0,0.011024999999999993,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.5256,0.43559999999999993,0.0,0.43559999999999993,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0002,0.1,2,4,1,3,0.25,matched_identifiable,matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.7078423559151031,0.6178423559151032,0.0,0.6178423559151032,True,True,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.222075,0.132075,0.0,0.132075,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.677925,0.587925,0.0,0.587925,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,False,False
cell_0003,0.1,2,4,2,2,0.5,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.6,0.51,0.0,0.51,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.3744,0.2844,0.0,0.2844,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.7989750000000001,0.7089750000000001,0.0,0.7089750000000001,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.19215764408489688,0.10215764408489687,0.0,0.10215764408489687,True,False,False
cell_0004,0.1,2,4,3,1,0.75,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,trl_log,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,empirical_transition_dp,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,empirical_risky_value,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.75,0.66,0.0,0.66,True,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.5679000000000001,0.47790000000000005,0.0,0.47790000000000005,True,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.8811,0.7911,0.0,0.7911,False,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.4171576440848969,0.3271576440848969,0.0,0.3271576440848969,True,False,True
cell_0005,0.1,2,4,4,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,raw_trl,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.09000000000000001,0.0,0.0,0.0,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.010575000000000001,0.0,0.07942500000000001,0.07942500000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.20317500000000002,0.11317500000000001,0.0,0.11317500000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0006,0.1,2,8,0,8,0.0,no_success,no_success;matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.34142110411165794,0.2514211041116579,0.0,0.2514211041116579,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.1125,0.022499999999999992,0.0,0.022499999999999992,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.1125,0.022499999999999992,0.0,0.022499999999999992,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.1125,0.022499999999999992,0.0,0.022499999999999992,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.18000000000000002,0.09000000000000001,0.0,0.09000000000000001,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.054675,0.0,0.03532500000000001,0.03532500000000001,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.331425,0.241425,0.0,0.241425,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0007,0.1,2,8,1,7,0.125,matched_identifiable,matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.45392110411165804,0.363921104111658,0.0,0.363921104111658,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.225,0.135,0.0,0.135,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.27,0.18,0.0,0.18,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.11655,0.02654999999999999,0.0,0.02654999999999999,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.441,0.351,0.0,0.351,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0008,0.1,2,8,2,6,0.25,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.566421104111658,0.476421104111658,0.0,0.476421104111658,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.3375,0.2475,0.0,0.2475,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.3375,0.2475,0.0,0.2475,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.3375,0.2475,0.0,0.2475,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.36000000000000004,0.27,0.0,0.27,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.18945,0.09945,0.0,0.09945,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.5395500000000001,0.44955000000000006,0.0,0.44955000000000006,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0009,0.1,2,8,3,5,0.375,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.6789211041116581,0.5889211041116581,0.0,0.5889211041116581,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.45,0.36,0.0,0.36,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.2709,0.18089999999999995,0.0,0.18089999999999995,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.6291,0.5391,0.0,0.5391,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.10857889588834205,0.018578895888342037,0.0,0.018578895888342037,True,True,False
cell_0010,0.1,2,8,4,4,0.5,identifiable,identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.791421104111658,0.701421104111658,0.0,0.701421104111658,True,True,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.5625,0.4725,0.0,0.4725,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.5625,0.4725,0.0,0.4725,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.5625,0.4725,0.0,0.4725,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.54,0.45,0.0,0.45,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.36045000000000005,0.27045,0.0,0.27045,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.71055,0.62055,0.0,0.62055,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.22107889588834206,0.13107889588834204,0.0,0.13107889588834204,True,False,False
cell_0011,0.1,2,8,5,3,0.625,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.675,0.5850000000000001,0.0,0.5850000000000001,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.63,0.54,0.0,0.54,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.459,0.369,0.0,0.369,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.7834500000000001,0.6934500000000001,0.0,0.6934500000000001,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.33357889588834205,0.24357889588834203,0.0,0.24357889588834203,True,False,False
cell_0012,0.1,2,8,6,2,0.75,ambiguous,ambiguous,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,False
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.7875,0.6975,0.0,0.6975,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.7875,0.6975,0.0,0.6975,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.7875,0.6975,0.0,0.6975,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.7200000000000001,0.6300000000000001,0.0,0.6300000000000001,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.568575,0.47857500000000003,0.0,0.47857500000000003,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.845325,0.755325,0.0,0.755325,False,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.44607889588834204,0.356078895888342,0.0,0.356078895888342,True,False,True
cell_0013,0.1,2,8,7,1,0.875,prior_dependent,ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,raw_trl,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,trl_log,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,empirical_transition_dp,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,empirical_risky_value,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.81,0.7200000000000001,0.0,0.7200000000000001,True,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.696825,0.6068250000000001,0.0,0.6068250000000001,True,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,posterior_upper_q90_beta_1_1,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.889425,0.799425,0.0,0.799425,False,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.558578895888342,0.46857889588834195,0.0,0.46857889588834195,True,False,True
cell_0014,0.1,2,8,8,0,1.0,lucky_only,lucky_only;ambiguous;prior_dependent,hoeffding_ucb_delta_0_2,safe,risky,0.7200000000000001,0.09000000000000001,0.81,0.9,0.81,0.0,0.81,False,False,True
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,raw_trl,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,trl_log,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,empirical_transition_dp,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,empirical_risky_value,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,posterior_mean_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.049999999999999996,0.0,0.040000000000000015,0.040000000000000015,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,posterior_lower_q10_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.005625000000000001,0.0,0.084375,0.084375,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,posterior_upper_q90_beta_1_1,safe,safe,0.0,0.09000000000000001,0.81,0.11407500000000001,0.024075,0.0,0.024075,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,hoeffding_lcb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.0,0.0,0.09000000000000001,0.09000000000000001,True,True,False
cell_0015,0.1,2,16,0,16,0.0,no_success,no_success;matched;identifiable,hoeffding_ucb_delta_0_2,safe,safe,0.0,0.09000000000000001,0.81,0.24142117795755155,0.15142117795755156,0.0,0.15142117795755156,True,True,False
