cell_id,method,safe_length,true_risky_success_prob,risky_samples,observed_successes,classification,policy_regret
cell_0236,posterior_mean_beta_1_1,3,0.5,16,4,identifiable,0.0
cell_0236,posterior_lower_q10_beta_1_1,3,0.5,16,4,identifiable,0.0
cell_0236,posterior_upper_q90_beta_1_1,3,0.5,16,4,identifiable,0.0
cell_0236,hoeffding_lcb_delta_0_2,3,0.5,16,4,identifiable,0.0
cell_0236,hoeffding_ucb_delta_0_2,3,0.5,16,4,identifiable,0.0
cell_0237,raw_trl,3,0.5,16,5,identifiable,0.2790000000000001
cell_0237,trl_log,3,0.5,16,5,identifiable,0.0
cell_0237,empirical_transition_dp,3,0.5,16,5,identifiable,0.0
cell_0237,empirical_risky_value,3,0.5,16,5,identifiable,0.0
cell_0237,posterior_mean_beta_1_1,3,0.5,16,5,identifiable,0.0
cell_0237,posterior_lower_q10_beta_1_1,3,0.5,16,5,identifiable,0.0
cell_0237,posterior_upper_q90_beta_1_1,3,0.5,16,5,identifiable,0.0
cell_0237,hoeffding_lcb_delta_0_2,3,0.5,16,5,identifiable,0.0
cell_0237,hoeffding_ucb_delta_0_2,3,0.5,16,5,identifiable,0.0
cell_0238,raw_trl,3,0.5,16,6,identifiable,0.2790000000000001
cell_0238,trl_log,3,0.5,16,6,identifiable,0.0
cell_0238,empirical_transition_dp,3,0.5,16,6,identifiable,0.0
cell_0238,empirical_risky_value,3,0.5,16,6,identifiable,0.0
cell_0238,posterior_mean_beta_1_1,3,0.5,16,6,identifiable,0.0
cell_0238,posterior_lower_q10_beta_1_1,3,0.5,16,6,identifiable,0.0
cell_0238,posterior_upper_q90_beta_1_1,3,0.5,16,6,identifiable,0.0
cell_0238,hoeffding_lcb_delta_0_2,3,0.5,16,6,identifiable,0.0
cell_0238,hoeffding_ucb_delta_0_2,3,0.5,16,6,identifiable,0.0
cell_0239,raw_trl,3,0.5,16,7,matched_identifiable,0.2790000000000001
cell_0239,trl_log,3,0.5,16,7,matched_identifiable,0.0
cell_0239,empirical_transition_dp,3,0.5,16,7,matched_identifiable,0.0
cell_0239,empirical_risky_value,3,0.5,16,7,matched_identifiable,0.0
cell_0239,posterior_mean_beta_1_1,3,0.5,16,7,matched_identifiable,0.0
cell_0239,posterior_lower_q10_beta_1_1,3,0.5,16,7,matched_identifiable,0.0
cell_0239,posterior_upper_q90_beta_1_1,3,0.5,16,7,matched_identifiable,0.0
cell_0239,hoeffding_lcb_delta_0_2,3,0.5,16,7,matched_identifiable,0.0
cell_0239,hoeffding_ucb_delta_0_2,3,0.5,16,7,matched_identifiable,0.0
cell_0240,raw_trl,3,0.5,16,8,matched_identifiable,0.2790000000000001
cell_0240,trl_log,3,0.5,16,8,matched_identifiable,0.0
cell_0240,empirical_transition_dp,3,0.5,16,8,matched_identifiable,0.0
cell_0240,empirical_risky_value,3,0.5,16,8,matched_identifiable,0.0
cell_0240,posterior_mean_beta_1_1,3,0.5,16,8,matched_identifiable,0.0
cell_0240,posterior_lower_q10_beta_1_1,3,0.5,16,8,matched_identifiable,0.0
cell_0240,posterior_upper_q90_beta_1_1,3,0.5,16,8,matched_identifiable,0.0
cell_0240,hoeffding_lcb_delta_0_2,3,0.5,16,8,matched_identifiable,0.0
cell_0240,hoeffding_ucb_delta_0_2,3,0.5,16,8,matched_identifiable,0.0
cell_0241,raw_trl,3,0.5,16,9,ambiguous,0.2790000000000001
cell_0241,trl_log,3,0.5,16,9,ambiguous,0.0
cell_0241,empirical_transition_dp,3,0.5,16,9,ambiguous,0.0
cell_0241,empirical_risky_value,3,0.5,16,9,ambiguous,0.0
cell_0241,posterior_mean_beta_1_1,3,0.5,16,9,ambiguous,0.0
cell_0241,posterior_lower_q10_beta_1_1,3,0.5,16,9,ambiguous,0.0
cell_0241,posterior_upper_q90_beta_1_1,3,0.5,16,9,ambiguous,0.0
cell_0241,hoeffding_lcb_delta_0_2,3,0.5,16,9,ambiguous,0.0
cell_0241,hoeffding_ucb_delta_0_2,3,0.5,16,9,ambiguous,0.2790000000000001
cell_0242,raw_trl,3,0.5,16,10,ambiguous,0.2790000000000001
cell_0242,trl_log,3,0.5,16,10,ambiguous,0.0
cell_0242,empirical_transition_dp,3,0.5,16,10,ambiguous,0.0
cell_0242,empirical_risky_value,3,0.5,16,10,ambiguous,0.0
cell_0242,posterior_mean_beta_1_1,3,0.5,16,10,ambiguous,0.0
cell_0242,posterior_lower_q10_beta_1_1,3,0.5,16,10,ambiguous,0.0
cell_0242,posterior_upper_q90_beta_1_1,3,0.5,16,10,ambiguous,0.0
cell_0242,hoeffding_lcb_delta_0_2,3,0.5,16,10,ambiguous,0.0
cell_0242,hoeffding_ucb_delta_0_2,3,0.5,16,10,ambiguous,0.2790000000000001
cell_0243,raw_trl,3,0.5,16,11,ambiguous,0.2790000000000001
cell_0243,trl_log,3,0.5,16,11,ambiguous,0.0
cell_0243,empirical_transition_dp,3,0.5,16,11,ambiguous,0.0
cell_0243,empirical_risky_value,3,0.5,16,11,ambiguous,0.0
cell_0243,posterior_mean_beta_1_1,3,0.5,16,11,ambiguous,0.0
cell_0243,posterior_lower_q10_beta_1_1,3,0.5,16,11,ambiguous,0.0
cell_0243,posterior_upper_q90_beta_1_1,3,0.5,16,11,ambiguous,0.0
cell_0243,hoeffding_lcb_delta_0_2,3,0.5,16,11,ambiguous,0.0
cell_0243,hoeffding_ucb_delta_0_2,3,0.5,16,11,ambiguous,0.2790000000000001
cell_0244,raw_trl,3,0.5,16,12,prior_dependent,0.2790000000000001
cell_0244,trl_log,3,0.5,16,12,prior_dependent,0.0
cell_0244,empirical_transition_dp,3,0.5,16,12,prior_dependent,0.0
cell_0244,empirical_risky_value,3,0.5,16,12,prior_dependent,0.0
cell_0244,posterior_mean_beta_1_1,3,0.5,16,12,prior_dependent,0.0
cell_0244,posterior_lower_q10_beta_1_1,3,0.5,16,12,prior_dependent,0.0
cell_0244,posterior_upper_q90_beta_1_1,3,0.5,16,12,prior_dependent,0.2790000000000001
cell_0244,hoeffding_lcb_delta_0_2,3,0.5,16,12,prior_dependent,0.0
cell_0244,hoeffding_ucb_delta_0_2,3,0.5,16,12,prior_dependent,0.2790000000000001
cell_0245,raw_trl,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0245,trl_log,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0245,empirical_transition_dp,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0245,empirical_risky_value,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0245,posterior_mean_beta_1_1,3,0.5,16,13,prior_dependent,0.0
cell_0245,posterior_lower_q10_beta_1_1,3,0.5,16,13,prior_dependent,0.0
cell_0245,posterior_upper_q90_beta_1_1,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0245,hoeffding_lcb_delta_0_2,3,0.5,16,13,prior_dependent,0.0
cell_0245,hoeffding_ucb_delta_0_2,3,0.5,16,13,prior_dependent,0.2790000000000001
cell_0246,raw_trl,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,trl_log,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,empirical_transition_dp,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,empirical_risky_value,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,posterior_mean_beta_1_1,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,posterior_lower_q10_beta_1_1,3,0.5,16,14,prior_dependent,0.0
cell_0246,posterior_upper_q90_beta_1_1,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0246,hoeffding_lcb_delta_0_2,3,0.5,16,14,prior_dependent,0.0
cell_0246,hoeffding_ucb_delta_0_2,3,0.5,16,14,prior_dependent,0.2790000000000001
cell_0247,raw_trl,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,trl_log,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,empirical_transition_dp,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,empirical_risky_value,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,posterior_mean_beta_1_1,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,posterior_lower_q10_beta_1_1,3,0.5,16,15,prior_dependent,0.0
cell_0247,posterior_upper_q90_beta_1_1,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0247,hoeffding_lcb_delta_0_2,3,0.5,16,15,prior_dependent,0.0
cell_0247,hoeffding_ucb_delta_0_2,3,0.5,16,15,prior_dependent,0.2790000000000001
cell_0248,raw_trl,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,trl_log,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,empirical_transition_dp,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,empirical_risky_value,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,posterior_mean_beta_1_1,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,posterior_lower_q10_beta_1_1,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,posterior_upper_q90_beta_1_1,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0248,hoeffding_lcb_delta_0_2,3,0.5,16,16,lucky_only,0.0
cell_0248,hoeffding_ucb_delta_0_2,3,0.5,16,16,lucky_only,0.2790000000000001
cell_0249,raw_trl,4,0.5,4,0,no_success,0.0
cell_0249,trl_log,4,0.5,4,0,no_success,0.0
cell_0249,empirical_transition_dp,4,0.5,4,0,no_success,0.0
cell_0249,empirical_risky_value,4,0.5,4,0,no_success,0.0
cell_0249,posterior_mean_beta_1_1,4,0.5,4,0,no_success,0.0
cell_0249,posterior_lower_q10_beta_1_1,4,0.5,4,0,no_success,0.0
cell_0249,posterior_upper_q90_beta_1_1,4,0.5,4,0,no_success,0.0
cell_0249,hoeffding_lcb_delta_0_2,4,0.5,4,0,no_success,0.0
cell_0249,hoeffding_ucb_delta_0_2,4,0.5,4,0,no_success,0.0
cell_0250,raw_trl,4,0.5,4,1,ambiguous,0.2061
cell_0250,trl_log,4,0.5,4,1,ambiguous,0.0
cell_0250,empirical_transition_dp,4,0.5,4,1,ambiguous,0.0
cell_0250,empirical_risky_value,4,0.5,4,1,ambiguous,0.0
cell_0250,posterior_mean_beta_1_1,4,0.5,4,1,ambiguous,0.0
cell_0250,posterior_lower_q10_beta_1_1,4,0.5,4,1,ambiguous,0.0
cell_0250,posterior_upper_q90_beta_1_1,4,0.5,4,1,ambiguous,0.0
cell_0250,hoeffding_lcb_delta_0_2,4,0.5,4,1,ambiguous,0.0
cell_0250,hoeffding_ucb_delta_0_2,4,0.5,4,1,ambiguous,0.2061
cell_0251,raw_trl,4,0.5,4,2,prior_dependent,0.2061
cell_0251,trl_log,4,0.5,4,2,prior_dependent,0.0
cell_0251,empirical_transition_dp,4,0.5,4,2,prior_dependent,0.0
cell_0251,empirical_risky_value,4,0.5,4,2,prior_dependent,0.0
cell_0251,posterior_mean_beta_1_1,4,0.5,4,2,prior_dependent,0.0
cell_0251,posterior_lower_q10_beta_1_1,4,0.5,4,2,prior_dependent,0.0
cell_0251,posterior_upper_q90_beta_1_1,4,0.5,4,2,prior_dependent,0.2061
cell_0251,hoeffding_lcb_delta_0_2,4,0.5,4,2,prior_dependent,0.0
cell_0251,hoeffding_ucb_delta_0_2,4,0.5,4,2,prior_dependent,0.2061
cell_0252,raw_trl,4,0.5,4,3,prior_dependent,0.2061
cell_0252,trl_log,4,0.5,4,3,prior_dependent,0.2061
cell_0252,empirical_transition_dp,4,0.5,4,3,prior_dependent,0.2061
cell_0252,empirical_risky_value,4,0.5,4,3,prior_dependent,0.2061
cell_0252,posterior_mean_beta_1_1,4,0.5,4,3,prior_dependent,0.0
cell_0252,posterior_lower_q10_beta_1_1,4,0.5,4,3,prior_dependent,0.0
cell_0252,posterior_upper_q90_beta_1_1,4,0.5,4,3,prior_dependent,0.2061
cell_0252,hoeffding_lcb_delta_0_2,4,0.5,4,3,prior_dependent,0.0
cell_0252,hoeffding_ucb_delta_0_2,4,0.5,4,3,prior_dependent,0.2061
cell_0253,raw_trl,4,0.5,4,4,lucky_only,0.2061
cell_0253,trl_log,4,0.5,4,4,lucky_only,0.2061
cell_0253,empirical_transition_dp,4,0.5,4,4,lucky_only,0.2061
cell_0253,empirical_risky_value,4,0.5,4,4,lucky_only,0.2061
cell_0253,posterior_mean_beta_1_1,4,0.5,4,4,lucky_only,0.2061
cell_0253,posterior_lower_q10_beta_1_1,4,0.5,4,4,lucky_only,0.0
cell_0253,posterior_upper_q90_beta_1_1,4,0.5,4,4,lucky_only,0.2061
cell_0253,hoeffding_lcb_delta_0_2,4,0.5,4,4,lucky_only,0.0
cell_0253,hoeffding_ucb_delta_0_2,4,0.5,4,4,lucky_only,0.2061
cell_0254,raw_trl,4,0.5,8,0,no_success,0.0
cell_0254,trl_log,4,0.5,8,0,no_success,0.0
cell_0254,empirical_transition_dp,4,0.5,8,0,no_success,0.0
cell_0254,empirical_risky_value,4,0.5,8,0,no_success,0.0
cell_0254,posterior_mean_beta_1_1,4,0.5,8,0,no_success,0.0
cell_0254,posterior_lower_q10_beta_1_1,4,0.5,8,0,no_success,0.0
cell_0254,posterior_upper_q90_beta_1_1,4,0.5,8,0,no_success,0.0
cell_0254,hoeffding_lcb_delta_0_2,4,0.5,8,0,no_success,0.0
cell_0254,hoeffding_ucb_delta_0_2,4,0.5,8,0,no_success,0.0
cell_0255,raw_trl,4,0.5,8,1,identifiable,0.2061
cell_0255,trl_log,4,0.5,8,1,identifiable,0.0
cell_0255,empirical_transition_dp,4,0.5,8,1,identifiable,0.0
cell_0255,empirical_risky_value,4,0.5,8,1,identifiable,0.0
cell_0255,posterior_mean_beta_1_1,4,0.5,8,1,identifiable,0.0
cell_0255,posterior_lower_q10_beta_1_1,4,0.5,8,1,identifiable,0.0
cell_0255,posterior_upper_q90_beta_1_1,4,0.5,8,1,identifiable,0.0
cell_0255,hoeffding_lcb_delta_0_2,4,0.5,8,1,identifiable,0.0
cell_0255,hoeffding_ucb_delta_0_2,4,0.5,8,1,identifiable,0.0
cell_0256,raw_trl,4,0.5,8,2,identifiable,0.2061
cell_0256,trl_log,4,0.5,8,2,identifiable,0.0
cell_0256,empirical_transition_dp,4,0.5,8,2,identifiable,0.0
cell_0256,empirical_risky_value,4,0.5,8,2,identifiable,0.0
cell_0256,posterior_mean_beta_1_1,4,0.5,8,2,identifiable,0.0
cell_0256,posterior_lower_q10_beta_1_1,4,0.5,8,2,identifiable,0.0
cell_0256,posterior_upper_q90_beta_1_1,4,0.5,8,2,identifiable,0.0
cell_0256,hoeffding_lcb_delta_0_2,4,0.5,8,2,identifiable,0.0
cell_0256,hoeffding_ucb_delta_0_2,4,0.5,8,2,identifiable,0.0
cell_0257,raw_trl,4,0.5,8,3,ambiguous,0.2061
cell_0257,trl_log,4,0.5,8,3,ambiguous,0.0
cell_0257,empirical_transition_dp,4,0.5,8,3,ambiguous,0.0
cell_0257,empirical_risky_value,4,0.5,8,3,ambiguous,0.0
cell_0257,posterior_mean_beta_1_1,4,0.5,8,3,ambiguous,0.0
cell_0257,posterior_lower_q10_beta_1_1,4,0.5,8,3,ambiguous,0.0
cell_0257,posterior_upper_q90_beta_1_1,4,0.5,8,3,ambiguous,0.0
cell_0257,hoeffding_lcb_delta_0_2,4,0.5,8,3,ambiguous,0.0
cell_0257,hoeffding_ucb_delta_0_2,4,0.5,8,3,ambiguous,0.2061
cell_0258,raw_trl,4,0.5,8,4,ambiguous,0.2061
cell_0258,trl_log,4,0.5,8,4,ambiguous,0.0
cell_0258,empirical_transition_dp,4,0.5,8,4,ambiguous,0.0
cell_0258,empirical_risky_value,4,0.5,8,4,ambiguous,0.0
cell_0258,posterior_mean_beta_1_1,4,0.5,8,4,ambiguous,0.0
cell_0258,posterior_lower_q10_beta_1_1,4,0.5,8,4,ambiguous,0.0
cell_0258,posterior_upper_q90_beta_1_1,4,0.5,8,4,ambiguous,0.0
cell_0258,hoeffding_lcb_delta_0_2,4,0.5,8,4,ambiguous,0.0
cell_0258,hoeffding_ucb_delta_0_2,4,0.5,8,4,ambiguous,0.2061
cell_0259,raw_trl,4,0.5,8,5,prior_dependent,0.2061
cell_0259,trl_log,4,0.5,8,5,prior_dependent,0.0
cell_0259,empirical_transition_dp,4,0.5,8,5,prior_dependent,0.0
cell_0259,empirical_risky_value,4,0.5,8,5,prior_dependent,0.0
cell_0259,posterior_mean_beta_1_1,4,0.5,8,5,prior_dependent,0.0
cell_0259,posterior_lower_q10_beta_1_1,4,0.5,8,5,prior_dependent,0.0
cell_0259,posterior_upper_q90_beta_1_1,4,0.5,8,5,prior_dependent,0.2061
cell_0259,hoeffding_lcb_delta_0_2,4,0.5,8,5,prior_dependent,0.0
cell_0259,hoeffding_ucb_delta_0_2,4,0.5,8,5,prior_dependent,0.2061
cell_0260,raw_trl,4,0.5,8,6,prior_dependent,0.2061
cell_0260,trl_log,4,0.5,8,6,prior_dependent,0.2061
cell_0260,empirical_transition_dp,4,0.5,8,6,prior_dependent,0.2061
cell_0260,empirical_risky_value,4,0.5,8,6,prior_dependent,0.2061
cell_0260,posterior_mean_beta_1_1,4,0.5,8,6,prior_dependent,0.0
cell_0260,posterior_lower_q10_beta_1_1,4,0.5,8,6,prior_dependent,0.0
cell_0260,posterior_upper_q90_beta_1_1,4,0.5,8,6,prior_dependent,0.2061
cell_0260,hoeffding_lcb_delta_0_2,4,0.5,8,6,prior_dependent,0.0
cell_0260,hoeffding_ucb_delta_0_2,4,0.5,8,6,prior_dependent,0.2061
cell_0261,raw_trl,4,0.5,8,7,prior_dependent,0.2061
cell_0261,trl_log,4,0.5,8,7,prior_dependent,0.2061
cell_0261,empirical_transition_dp,4,0.5,8,7,prior_dependent,0.2061
cell_0261,empirical_risky_value,4,0.5,8,7,prior_dependent,0.2061
cell_0261,posterior_mean_beta_1_1,4,0.5,8,7,prior_dependent,0.2061
cell_0261,posterior_lower_q10_beta_1_1,4,0.5,8,7,prior_dependent,0.0
cell_0261,posterior_upper_q90_beta_1_1,4,0.5,8,7,prior_dependent,0.2061
cell_0261,hoeffding_lcb_delta_0_2,4,0.5,8,7,prior_dependent,0.0
cell_0261,hoeffding_ucb_delta_0_2,4,0.5,8,7,prior_dependent,0.2061
cell_0262,raw_trl,4,0.5,8,8,lucky_only,0.2061
cell_0262,trl_log,4,0.5,8,8,lucky_only,0.2061
cell_0262,empirical_transition_dp,4,0.5,8,8,lucky_only,0.2061
cell_0262,empirical_risky_value,4,0.5,8,8,lucky_only,0.2061
cell_0262,posterior_mean_beta_1_1,4,0.5,8,8,lucky_only,0.2061
cell_0262,posterior_lower_q10_beta_1_1,4,0.5,8,8,lucky_only,0.2061
cell_0262,posterior_upper_q90_beta_1_1,4,0.5,8,8,lucky_only,0.2061
cell_0262,hoeffding_lcb_delta_0_2,4,0.5,8,8,lucky_only,0.0
cell_0262,hoeffding_ucb_delta_0_2,4,0.5,8,8,lucky_only,0.2061
cell_0263,raw_trl,4,0.5,16,0,no_success,0.0
cell_0263,trl_log,4,0.5,16,0,no_success,0.0
cell_0263,empirical_transition_dp,4,0.5,16,0,no_success,0.0
cell_0263,empirical_risky_value,4,0.5,16,0,no_success,0.0
cell_0263,posterior_mean_beta_1_1,4,0.5,16,0,no_success,0.0
cell_0263,posterior_lower_q10_beta_1_1,4,0.5,16,0,no_success,0.0
cell_0263,posterior_upper_q90_beta_1_1,4,0.5,16,0,no_success,0.0
cell_0263,hoeffding_lcb_delta_0_2,4,0.5,16,0,no_success,0.0
cell_0263,hoeffding_ucb_delta_0_2,4,0.5,16,0,no_success,0.0
cell_0264,raw_trl,4,0.5,16,1,identifiable,0.2061
cell_0264,trl_log,4,0.5,16,1,identifiable,0.0
cell_0264,empirical_transition_dp,4,0.5,16,1,identifiable,0.0
cell_0264,empirical_risky_value,4,0.5,16,1,identifiable,0.0
cell_0264,posterior_mean_beta_1_1,4,0.5,16,1,identifiable,0.0
cell_0264,posterior_lower_q10_beta_1_1,4,0.5,16,1,identifiable,0.0
cell_0264,posterior_upper_q90_beta_1_1,4,0.5,16,1,identifiable,0.0
cell_0264,hoeffding_lcb_delta_0_2,4,0.5,16,1,identifiable,0.0
cell_0264,hoeffding_ucb_delta_0_2,4,0.5,16,1,identifiable,0.0
cell_0265,raw_trl,4,0.5,16,2,identifiable,0.2061
cell_0265,trl_log,4,0.5,16,2,identifiable,0.0
cell_0265,empirical_transition_dp,4,0.5,16,2,identifiable,0.0
cell_0265,empirical_risky_value,4,0.5,16,2,identifiable,0.0
cell_0265,posterior_mean_beta_1_1,4,0.5,16,2,identifiable,0.0
cell_0265,posterior_lower_q10_beta_1_1,4,0.5,16,2,identifiable,0.0
cell_0265,posterior_upper_q90_beta_1_1,4,0.5,16,2,identifiable,0.0
cell_0265,hoeffding_lcb_delta_0_2,4,0.5,16,2,identifiable,0.0
cell_0265,hoeffding_ucb_delta_0_2,4,0.5,16,2,identifiable,0.0
cell_0266,raw_trl,4,0.5,16,3,identifiable,0.2061
cell_0266,trl_log,4,0.5,16,3,identifiable,0.0
cell_0266,empirical_transition_dp,4,0.5,16,3,identifiable,0.0
cell_0266,empirical_risky_value,4,0.5,16,3,identifiable,0.0
cell_0266,posterior_mean_beta_1_1,4,0.5,16,3,identifiable,0.0
cell_0266,posterior_lower_q10_beta_1_1,4,0.5,16,3,identifiable,0.0
cell_0266,posterior_upper_q90_beta_1_1,4,0.5,16,3,identifiable,0.0
cell_0266,hoeffding_lcb_delta_0_2,4,0.5,16,3,identifiable,0.0
cell_0266,hoeffding_ucb_delta_0_2,4,0.5,16,3,identifiable,0.0
cell_0267,raw_trl,4,0.5,16,4,identifiable,0.2061
cell_0267,trl_log,4,0.5,16,4,identifiable,0.0
cell_0267,empirical_transition_dp,4,0.5,16,4,identifiable,0.0
cell_0267,empirical_risky_value,4,0.5,16,4,identifiable,0.0
cell_0267,posterior_mean_beta_1_1,4,0.5,16,4,identifiable,0.0
cell_0267,posterior_lower_q10_beta_1_1,4,0.5,16,4,identifiable,0.0
cell_0267,posterior_upper_q90_beta_1_1,4,0.5,16,4,identifiable,0.0
cell_0267,hoeffding_lcb_delta_0_2,4,0.5,16,4,identifiable,0.0
cell_0267,hoeffding_ucb_delta_0_2,4,0.5,16,4,identifiable,0.0
cell_0268,raw_trl,4,0.5,16,5,identifiable,0.2061
cell_0268,trl_log,4,0.5,16,5,identifiable,0.0
cell_0268,empirical_transition_dp,4,0.5,16,5,identifiable,0.0
cell_0268,empirical_risky_value,4,0.5,16,5,identifiable,0.0
cell_0268,posterior_mean_beta_1_1,4,0.5,16,5,identifiable,0.0
cell_0268,posterior_lower_q10_beta_1_1,4,0.5,16,5,identifiable,0.0
cell_0268,posterior_upper_q90_beta_1_1,4,0.5,16,5,identifiable,0.0
cell_0268,hoeffding_lcb_delta_0_2,4,0.5,16,5,identifiable,0.0
cell_0268,hoeffding_ucb_delta_0_2,4,0.5,16,5,identifiable,0.0
cell_0269,raw_trl,4,0.5,16,6,identifiable,0.2061
cell_0269,trl_log,4,0.5,16,6,identifiable,0.0
cell_0269,empirical_transition_dp,4,0.5,16,6,identifiable,0.0
cell_0269,empirical_risky_value,4,0.5,16,6,identifiable,0.0
cell_0269,posterior_mean_beta_1_1,4,0.5,16,6,identifiable,0.0
cell_0269,posterior_lower_q10_beta_1_1,4,0.5,16,6,identifiable,0.0
cell_0269,posterior_upper_q90_beta_1_1,4,0.5,16,6,identifiable,0.0
cell_0269,hoeffding_lcb_delta_0_2,4,0.5,16,6,identifiable,0.0
cell_0269,hoeffding_ucb_delta_0_2,4,0.5,16,6,identifiable,0.0
cell_0270,raw_trl,4,0.5,16,7,matched_identifiable,0.2061
cell_0270,trl_log,4,0.5,16,7,matched_identifiable,0.0
cell_0270,empirical_transition_dp,4,0.5,16,7,matched_identifiable,0.0
cell_0270,empirical_risky_value,4,0.5,16,7,matched_identifiable,0.0
cell_0270,posterior_mean_beta_1_1,4,0.5,16,7,matched_identifiable,0.0
cell_0270,posterior_lower_q10_beta_1_1,4,0.5,16,7,matched_identifiable,0.0
cell_0270,posterior_upper_q90_beta_1_1,4,0.5,16,7,matched_identifiable,0.0
cell_0270,hoeffding_lcb_delta_0_2,4,0.5,16,7,matched_identifiable,0.0
cell_0270,hoeffding_ucb_delta_0_2,4,0.5,16,7,matched_identifiable,0.0
cell_0271,raw_trl,4,0.5,16,8,ambiguous,0.2061
cell_0271,trl_log,4,0.5,16,8,ambiguous,0.0
cell_0271,empirical_transition_dp,4,0.5,16,8,ambiguous,0.0
cell_0271,empirical_risky_value,4,0.5,16,8,ambiguous,0.0
cell_0271,posterior_mean_beta_1_1,4,0.5,16,8,ambiguous,0.0
cell_0271,posterior_lower_q10_beta_1_1,4,0.5,16,8,ambiguous,0.0
cell_0271,posterior_upper_q90_beta_1_1,4,0.5,16,8,ambiguous,0.0
cell_0271,hoeffding_lcb_delta_0_2,4,0.5,16,8,ambiguous,0.0
cell_0271,hoeffding_ucb_delta_0_2,4,0.5,16,8,ambiguous,0.2061
cell_0272,raw_trl,4,0.5,16,9,ambiguous,0.2061
cell_0272,trl_log,4,0.5,16,9,ambiguous,0.0
cell_0272,empirical_transition_dp,4,0.5,16,9,ambiguous,0.0
cell_0272,empirical_risky_value,4,0.5,16,9,ambiguous,0.0
cell_0272,posterior_mean_beta_1_1,4,0.5,16,9,ambiguous,0.0
cell_0272,posterior_lower_q10_beta_1_1,4,0.5,16,9,ambiguous,0.0
cell_0272,posterior_upper_q90_beta_1_1,4,0.5,16,9,ambiguous,0.0
cell_0272,hoeffding_lcb_delta_0_2,4,0.5,16,9,ambiguous,0.0
cell_0272,hoeffding_ucb_delta_0_2,4,0.5,16,9,ambiguous,0.2061
cell_0273,raw_trl,4,0.5,16,10,prior_dependent,0.2061
cell_0273,trl_log,4,0.5,16,10,prior_dependent,0.0
cell_0273,empirical_transition_dp,4,0.5,16,10,prior_dependent,0.0
cell_0273,empirical_risky_value,4,0.5,16,10,prior_dependent,0.0
cell_0273,posterior_mean_beta_1_1,4,0.5,16,10,prior_dependent,0.0
cell_0273,posterior_lower_q10_beta_1_1,4,0.5,16,10,prior_dependent,0.0
cell_0273,posterior_upper_q90_beta_1_1,4,0.5,16,10,prior_dependent,0.2061
cell_0273,hoeffding_lcb_delta_0_2,4,0.5,16,10,prior_dependent,0.0
cell_0273,hoeffding_ucb_delta_0_2,4,0.5,16,10,prior_dependent,0.2061
cell_0274,raw_trl,4,0.5,16,11,prior_dependent,0.2061
cell_0274,trl_log,4,0.5,16,11,prior_dependent,0.0
cell_0274,empirical_transition_dp,4,0.5,16,11,prior_dependent,0.0
cell_0274,empirical_risky_value,4,0.5,16,11,prior_dependent,0.0
cell_0274,posterior_mean_beta_1_1,4,0.5,16,11,prior_dependent,0.0
cell_0274,posterior_lower_q10_beta_1_1,4,0.5,16,11,prior_dependent,0.0
cell_0274,posterior_upper_q90_beta_1_1,4,0.5,16,11,prior_dependent,0.2061
cell_0274,hoeffding_lcb_delta_0_2,4,0.5,16,11,prior_dependent,0.0
cell_0274,hoeffding_ucb_delta_0_2,4,0.5,16,11,prior_dependent,0.2061
cell_0275,raw_trl,4,0.5,16,12,prior_dependent,0.2061
cell_0275,trl_log,4,0.5,16,12,prior_dependent,0.2061
cell_0275,empirical_transition_dp,4,0.5,16,12,prior_dependent,0.2061
cell_0275,empirical_risky_value,4,0.5,16,12,prior_dependent,0.2061
cell_0275,posterior_mean_beta_1_1,4,0.5,16,12,prior_dependent,0.0
cell_0275,posterior_lower_q10_beta_1_1,4,0.5,16,12,prior_dependent,0.0
cell_0275,posterior_upper_q90_beta_1_1,4,0.5,16,12,prior_dependent,0.2061
cell_0275,hoeffding_lcb_delta_0_2,4,0.5,16,12,prior_dependent,0.0
