behavior,gamma,seed,coverage_bin,coverage_adequate,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,target_mean_within_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error,soft_greedy_raw_return,sampled_greedy_raw_return
medium_right_bias,0.99,6,borderline,False,284.93333333333334,3.6666666666666665,3.114750609750638e-05,0.0005902668275092972,True,0.0006587096143025976,0.006978302469731051,0.006253491453176413,0.1306863367187214,80.38,2.000000000000001
medium_right_bias,0.99,7,borderline,False,276.6666666666667,2.9999999999999996,9.509377297645116e-05,0.0004949471056920021,True,0.0006449775355173807,0.007815994129313603,0.013080120204420323,0.07669842966157502,79.28,81.54
medium_right_bias,0.99,8,borderline,False,274.26666666666665,2.666666666666667,1.0461707110553942e-05,0.0004907406479436163,True,0.0007809112705350155,0.006010888078464287,0.014319701708084795,0.0651666054824213,80.63,2.000000000000001
medium_right_bias,0.99,9,adequate,True,300.1333333333333,3.066666666666667,8.553961304447188e-06,0.0005392966836212376,True,0.0007145976015724143,0.003979283554127203,0.006745537042148396,0.02943995750699931,81.03,2.000000000000001
medium_right_bias,0.995,0,adequate,True,300.0,1.4,1.7292450008032922e-06,0.00031749606584237437,True,0.0009321554020541347,0.00155384270127229,0.07423244906319339,0.034423425376712974,78.93,2.000000000000001
medium_right_bias,0.995,1,borderline,False,278.0,1.6,0.00012519742227234953,0.0003480498947406136,True,0.0004999806941471582,0.0017292740215406888,0.08424780511754058,0.02358718391174018,80.96,81.16
medium_right_bias,0.995,2,adequate,True,300.2,1.7333333333333334,7.607815498744674e-05,0.00035276779014879885,True,0.0005361892013820239,0.002496979882206471,0.0790714283953924,0.021461801058703992,79.85,0.0
medium_right_bias,0.995,3,borderline,False,276.46666666666664,0.9333333333333333,8.092073356716356e-05,0.0002533499909429211,True,0.0004448798576227366,0.0023406267132590427,0.08752770745339376,0.11949029462175831,80.41,0.0
medium_right_bias,0.995,4,borderline,False,283.6,2.0,3.819486591033483e-05,0.00038345784238093,True,0.0004982511278516741,0.004339009427904199,0.07541978382118246,0.06856981164228132,79.67,2.000000000000001
medium_right_bias,0.995,5,adequate,True,310.8,2.0,0.00013281295183331654,0.0003530288694133096,True,0.0006620210091211701,0.005392162751993885,0.06195709409164826,0.058644207328687165,79.37,2.000000000000001
medium_right_bias,0.995,6,borderline,False,276.73333333333335,1.4,1.2845499539199112e-05,0.0003161754020571103,True,0.0007076233645690969,0.0016368984048284556,0.08401524740170314,0.031171837193782647,80.38,0.0
medium_right_bias,0.995,7,borderline,False,299.5333333333333,1.6666666666666665,9.155849580161357e-05,0.0003542389163955271,True,0.000388971532687669,0.0023385350546610887,0.07164847758515658,0.07046781313605396,79.28,2.000000000000001
medium_right_bias,0.995,8,borderline,False,289.26666666666665,2.0,0.0001300853190722151,0.000399573572905454,True,0.0005308058342573391,0.004983878793480251,0.07614811131930706,0.11963191077398701,80.63,0.0
medium_right_bias,0.995,9,borderline,False,286.5333333333333,1.0,5.3987296899093984e-05,0.00027448659010110925,True,0.0008376305491073441,0.0015629964051284185,0.08212649001451856,0.08588120476559642,81.03,2.000000000000001
strong_right_bias,0.95,0,adequate,True,547.8000000000001,26.93333333333333,6.515593607414605e-05,0.001111832263681664,True,0.0020813254090732655,0.009329410147453665,0.013544105648046338,0.02878887659635519,78.93,79.03
strong_right_bias,0.95,1,adequate,True,581.1999999999999,31.73333333333333,0.00015705593935161355,0.0011431105591340016,True,0.0032165525339736545,0.010747261792661361,0.005114905019511777,0.02879214775920029,80.96,81.16
strong_right_bias,0.95,2,adequate,True,541.4666666666667,27.866666666666664,8.952539504397672e-05,0.001119408351535224,True,0.0038264079768542867,0.012001057905709203,0.004596031910320884,0.07866081859814199,79.85,79.92
strong_right_bias,0.95,3,adequate,True,569.0,27.666666666666668,5.932237953015784e-05,0.001101729885316154,True,0.005150098200028766,0.006079187882537043,0.007546472706687147,0.030110036737548557,80.41,2.000000000000001
strong_right_bias,0.95,4,adequate,True,570.4,29.733333333333334,3.624115180483889e-05,0.0011382217287373628,True,0.00395471929882935,0.0048455209186186315,0.005033537462047079,0.04985708092042599,79.67,80.4
strong_right_bias,0.95,5,adequate,True,565.4,27.066666666666666,0.00012005374993012685,0.0010851427784665227,True,0.004452018749092891,0.013756177999925847,0.004677885463753545,0.05533050103832141,79.37,79.65
strong_right_bias,0.95,6,adequate,True,532.7333333333333,26.466666666666665,0.00020746014944295066,0.0010679343271199735,True,0.00357343952816927,0.009337069999935136,0.004513926874914792,0.019236993662889657,80.38,79.28
strong_right_bias,0.95,7,adequate,True,570.0666666666666,31.0,0.00044619869405665424,0.0011753084408724721,True,0.0051247587395965135,0.010758879283700881,0.011581542355971008,0.022391122430802327,79.28,2.000000000000001
strong_right_bias,0.95,8,adequate,True,577.8,29.46666666666667,0.0002952793829171796,0.0011350997817027434,True,0.0019414886510278433,0.012304314309035455,0.014299138361606255,0.013050784912090772,80.63,2.000000000000001
strong_right_bias,0.95,9,adequate,True,562.9333333333334,29.066666666666666,0.0003096172217951221,0.0011406935063877708,True,0.0024875883674727664,0.016261056317228396,0.006467231938178987,0.018235421594433383,81.03,81.65
