gamma,seed,transition,g_plus_events_per_10000,right_end_occupancy_rate,right_reward_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,sampled_target_variance,mean_conditional_sampling_variance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error
0.99,9,200000,30.500000000000004,0.32721,3066.5,0.000116931314943447,0.0006608521707891729,0.012116669639575615,0.002426253286870901,0.002310903060385223,0.009041419141467166,0.0029672465325659516,0.0858126989506219
0.995,0,1000,0.0,0.235,2120.0,0.0010603000000000008,0.006162791531440913,0.0,0.0010549999849999955,0.003359742148474508,0.00042083333333333366,0.4039583213628255,0.4125441740641944
0.995,0,5000,5.999999999999999,0.2252,1968.0,0.00035377058562892014,0.002609619111066539,0.0009459754444544199,0.0009458488756727379,0.010274403155047877,0.008283656573800605,0.35051135310838827,0.38422082806204955
0.995,0,10000,8.0,0.234,2042.0,0.0001774810533090726,0.0017972598349430822,0.004470141272408599,0.0008972619206387874,0.015803450930890316,0.014531282943990219,0.2711518107519629,0.29613026862642916
0.995,0,25000,11.2,0.25384,2228.7999999999997,9.470748262965789e-05,0.0011329408032586723,0.013749081742372297,0.0008913575442280595,0.017946885324784626,0.026615163141236516,0.10878309852191041,0.1017252588757771
0.995,0,50000,11.8,0.2617,2319.2,9.298258651396774e-05,0.0008431209982889127,0.024490083182306867,0.0009872958579940179,0.004729206545654068,0.01370757613081445,0.017442986445576167,0.0627221873857758
0.995,0,100000,13.799999999999999,0.2811,2536.1,8.38942085382155e-05,0.0006561656426637715,0.03138124640549399,0.0011959815294787788,0.0024872149416259683,0.012947376991512416,0.0028701535014263313,0.17111371469116646
0.995,0,200000,15.8,0.32756,3066.15,6.044834164897761e-05,0.0004883450485162766,0.024425430850230283,0.0013248938133909138,0.0017631129988570082,0.008601688806926947,0.006363545301317867,0.19485207163286986
0.995,1,1000,0.0,0.246,2170.0,0.001085050000000001,0.006234300274288994,0.0,0.001079624997499995,0.0031730371721198788,0.00042083333333333366,0.4040717987332154,0.4125441740641944
0.995,1,5000,5.999999999999999,0.2444,2170.0,0.0004892801134678514,0.002756303030230997,0.0008545314422794357,0.001055167554786191,0.012227408235344196,0.007823456736333391,0.3397431569869844,0.3868703412686893
0.995,1,10000,4.0,0.24,2096.0,0.0005959470027812608,0.0018691055458091,0.0013811676695682643,0.0009704320948262041,0.014955593481707488,0.007748995038926401,0.2630879065478304,0.35116787017601253
0.995,1,25000,8.8,0.248,2190.0,0.00010168096931120751,0.001144864772570798,0.01238537005118086,0.0009102189913011008,0.0119072818952863,0.01942079049036912,0.10936398884735254,0.12485537313840715
0.995,1,50000,9.799999999999999,0.2569,2284.2000000000003,5.108728821717756e-05,0.0008422597150845808,0.02809425689513309,0.0009852797606310544,0.005776532200010435,0.012562426842946922,0.022865057562062335,0.047178551959761894
0.995,1,100000,13.1,0.28107,2544.2,0.00019225203461253892,0.0006651628460306506,0.03983711577456314,0.0012290044770544306,0.0031261788754616917,0.01290955031618235,0.007958350585458357,0.19995322399106394
0.995,1,200000,14.75,0.327415,3069.2999999999997,0.00017892634118366058,0.0005052955332147997,0.03436535504168222,0.0014184643104823817,0.0030382227643201607,0.011853114338267431,0.007066397411425757,0.24446379130314125
0.995,2,1000,0.0,0.25,2180.0,0.0010900499999999995,0.006248647846534467,0.0,0.001084599997499995,0.0031512733132699256,0.00042083333333333366,0.40388326975270755,0.4125441740641944
0.995,2,5000,4.0,0.224,1944.0,0.000523280407122316,0.002583508492742618,0.0007898748982298643,0.0009270161294546157,0.010282098990930211,0.00506211523215101,0.3488287123821217,0.3835567247665453
0.995,2,10000,7.0,0.2256,1965.0,0.00027298579318439653,0.0017651849031300227,0.0037541766188056917,0.0008655215950661523,0.014132693603485234,0.012189953615439184,0.27096881099598585,0.3020980023133421
0.995,2,25000,13.2,0.24276,2137.2,0.00023608865310448257,0.0011269556255638037,0.020563753432720364,0.0008819645708263222,0.012249167665104777,0.021170037314374394,0.1162041224958138,0.04563185479318704
0.995,2,50000,11.999999999999998,0.2569,2292.2000000000003,0.00016836290421584632,0.0008608195651675655,0.02903611120815127,0.0010291810052434397,0.004289160993522653,0.010569739216282353,0.017430685278145397,0.07828459419228458
0.995,2,100000,13.600000000000001,0.28064,2544.2999999999997,0.0001670780284111495,0.0006712841322714837,0.030988856338380864,0.0012517288506652194,0.0014695838577791314,0.017328400954456685,0.0018036979081736727,0.19616399289407638
0.995,2,200000,16.85,0.326115,3060.05,0.00014275053440293561,0.0005060514165344369,0.026189975477257377,0.001422711312091723,0.0019465728227819566,0.015057128357639523,0.0027151730616571204,0.22181277484559783
0.995,3,1000,0.0,0.223,1850.0,0.0009255000000000014,0.00575773385109106,0.0,0.0009208749749999967,0.002614564142320832,0.00042083333333333366,0.40516502430687223,0.4125441740641944
0.995,3,5000,5.999999999999999,0.2218,1933.9999999999998,0.0003597992140305997,0.0025883693259270983,0.0007994833628913741,0.0009305077454722644,0.010476678733681341,0.007545129583420827,0.3500449424137347,0.38626989718064114
0.995,3,10000,5.999999999999999,0.2369,2074.0,0.00034896623286265194,0.0018174795043240564,0.0033058288520000337,0.0009175643746216717,0.016175033358023908,0.012556018884907134,0.2706477906555289,0.31592130742788566
0.995,3,25000,10.399999999999999,0.23888,2114.0,4.06969025140147e-05,0.001128384031200789,0.01809396107389084,0.0008842017512978769,0.014300187330443026,0.019772912374436066,0.11871976239838379,0.07682594333683287
0.995,3,50000,10.399999999999999,0.2529,2249.8,3.3407209457603226e-05,0.0008493467510456075,0.02597825950073506,0.0010019304215440684,0.006519627890933559,0.011988005526455653,0.03176220498909938,0.05312545156674309
0.995,3,100000,12.5,0.28207,2550.0,1.0189316026198991e-05,0.0006565151098244103,0.028538677024819034,0.0011972558039659929,0.0036159773140021687,0.008422804879001905,0.010873229537861517,0.1533393848378518
0.995,3,200000,16.4,0.3287,3076.9,3.1462200157816866e-05,0.0004957488299141933,0.0250705424183922,0.0013653716797849542,0.003092958664617035,0.012324274719283676,0.004771788148921856,0.1947706389312116
0.995,4,1000,10.0,0.243,2210.0,7.964954203593718e-05,0.006235357422180851,0.0011088488264631672,0.0010799911717318282,0.0032302329028959472,0.003304799944321842,0.4048465275538868,0.40679159101409335
0.995,4,5000,11.999999999999998,0.237,2106.0,0.00026548122428148024,0.002552406516147944,0.0042322278558768025,0.0009048304199547898,0.010831322253112965,0.01306752535703822,0.34292231852866245,0.31541237455870696
0.995,4,10000,9.0,0.2377,2120.0,1.8854410249041775e-06,0.0017767461105799654,0.003352024472748273,0.0008768963170725096,0.016055569805814875,0.013095698850131355,0.26832520230041096,0.2721894562266081
0.995,4,25000,9.200000000000001,0.24416,2162.4,0.00017442387140664817,0.0011106997614844475,0.0075854650024169004,0.0008567041390011173,0.01530602934559286,0.0179546734522848,0.11721498941153728,0.1356298190457071
0.995,4,50000,11.4,0.2562,2279.4,9.337411254095596e-05,0.0008179633481671638,0.014570971823434715,0.0009292556096456067,0.006189767499078967,0.015720485956165334,0.022140615643483377,0.04558894101171799
0.995,4,100000,12.4,0.27865,2518.6,0.00012194551191729852,0.0006380941070327791,0.02383645141639967,0.001131011359527666,0.0016761302344381473,0.008066433030016015,0.0020107964624036523,0.14548897715371126
0.995,4,200000,14.4,0.32518,3047.7999999999997,9.347478981214241e-05,0.000478086316219093,0.020532505205308783,0.001269814031977459,0.0023768191017735454,0.009767625491359594,0.003220296858393567,0.17871904970395722
0.995,5,1000,30.0,0.273,2430.0,0.0018215819245805329,0.006337032429798622,0.0035611910619852707,0.0011154994448977621,0.0035528365131887005,0.008194314400401859,0.40302013212617704,0.38772078529140347
0.995,5,5000,11.999999999999998,0.233,2036.0,0.00024196651116301787,0.002535864552485153,0.001796603022922389,0.0008931401428542674,0.010469281286351483,0.012716732895132256,0.345266434061921,0.3382869355601274
0.995,5,10000,13.0,0.2345,2034.9999999999998,0.0002578836992171707,0.0017411232595557437,0.0050566557993355025,0.0008420861680461161,0.014005659809277973,0.018926405075558202,0.26643984518748026,0.23455331629650797
0.995,5,25000,15.200000000000001,0.25032,2197.6,0.0004007872211217456,0.0011550723543418573,0.022962957398120584,0.0009265223220589172,0.016189002369472866,0.02674518098225183,0.11523535084654941,0.06028754593674076
0.995,5,50000,12.4,0.2623,2323.4,0.0003099209697098315,0.0008848920583330176,0.02612634084646241,0.0010875471595845068,0.00551949082424924,0.006433693649794264,0.017160275736390267,0.10035298650827766
0.995,5,100000,14.3,0.28323,2559.9,0.00028930380765246344,0.000691189141227612,0.027793713543570887,0.0013270623026415658,0.0015717225318516621,0.012499568353684718,0.003369247094560185,0.20582044232477617
0.995,5,200000,16.5,0.327725,3071.7499999999995,6.737720710825457e-05,0.0005060959579510881,0.019179458143063183,0.001422961770302386,0.0009444682167987541,0.006077565722816554,0.00323070016298721,0.2110147189226416
0.995,6,1000,30.0,0.247,2160.0,0.001876157647679311,0.006113509219915957,0.003327580634986358,0.0010381943050554834,0.003325107886167178,0.009373822900123409,0.4036711806730396,0.3948036834440501
0.995,6,5000,14.0,0.2302,1990.0,0.00039007495126339164,0.0024786476660971376,0.0031831124793559634,0.0008532908684234422,0.011058565122073984,0.015147432197392558,0.3417343482563083,0.31483227513706374
0.995,6,10000,11.0,0.2332,2033.0,0.00021524138643341795,0.0017262882744486924,0.005072239142455243,0.0008277975573608456,0.015814105200371437,0.01688719429555068,0.26582314134791757,0.2372154551552058
0.995,6,25000,12.8,0.23716,2097.2,0.0002624476279327326,0.0011109771216023985,0.014042184838045214,0.0008571320588360767,0.012438370792068672,0.020229782618157766,0.11905894263264676,0.04661783764384101
0.995,6,50000,11.8,0.25554,2282.0,0.00014697675332797644,0.0008478672513606054,0.02015392118268334,0.0009984428832358165,0.00481398753897654,0.007825215397120541,0.02512441452768237,0.05694878998546246
0.995,6,100000,12.1,0.27899,2526.3,8.668447440352e-05,0.0006471678526651732,0.020199542962215794,0.0011634061931201426,0.0018754916164058038,0.011263270009941928,0.004298033013202127,0.15245837764925627
0.995,6,200000,15.950000000000001,0.32464,3039.6499999999996,3.342215532475823e-05,0.0004871135056535358,0.018608651109293318,0.0013182198188337625,0.0015307258401380623,0.0072825552351606,0.002876973153950325,0.17552400296709023
0.995,7,1000,10.0,0.167,1520.0,0.0002547433500460065,0.005188766705455535,0.0010649921218718785,0.0007478694423234411,0.0025471693075471776,0.0032961822003741586,0.4069472657815012,0.40660826291551383
0.995,7,5000,10.0,0.22,1916.0,1.3982785321775548e-05,0.00248195902196923,0.0023889481821404985,0.0008555723037131191,0.010362803511765458,0.010659188559022502,0.34784807663089223,0.3438240545346492
0.995,7,10000,8.0,0.238,2083.0,0.00030218191179633147,0.001781965855099746,0.0030193572599448836,0.0008820561968726023,0.016369539495733738,0.01204523092901459,0.26763139797737295,0.29620578547480275
0.995,7,25000,10.399999999999999,0.24752,2197.6,9.74954601655198e-05,0.0011186010103574702,0.008085400256845668,0.0008689362641477453,0.010023496063665904,0.017257981429923564,0.1060503985326785,0.13074134962095676
0.995,7,50000,10.399999999999999,0.2643,2352.6,2.0193411343516487e-05,0.0008415776782572943,0.02351865642582812,0.0009836847063068586,0.006856519152626371,0.014809316576420867,0.020368960030633893,0.06007768981843043
0.995,7,100000,11.999999999999998,0.28087,2538.1,6.819257997087158e-05,0.0006482834776261943,0.027495809291235247,0.001167420742675312,0.0015076920596339555,0.011888352600873378,0.005807334763250807,0.13817877128680103
0.995,7,200000,16.349999999999998,0.32662,3058.8500000000004,5.910762965333216e-05,0.0004906702974533198,0.025712276989906937,0.0013375407822384963,0.0020733326175210037,0.017537745620881572,0.002103179841778449,0.21337842806101884
0.995,8,1000,20.0,0.268,2340.0,0.0008041994209022629,0.006219244890153258,0.0023146228899318063,0.0010744168612138172,0.003473399133861377,0.005871961082919712,0.40252617132470264,0.3918224250362627
0.995,8,5000,11.999999999999998,0.2314,2048.0,0.00022544783312961059,0.002530321038653265,0.00228757258706517,0.0008892395220349078,0.010342192041011668,0.01210283751241476,0.34421673322338403,0.32749549486543034
0.995,8,10000,10.0,0.2487,2206.0,3.674385911164868e-05,0.0018034297996768814,0.0035098507777473215,0.0009034330673229436,0.017304918281152302,0.016175921531178954,0.26548896712408726,0.26808434197134917
0.995,8,25000,8.4,0.244,2153.2000000000003,0.00026004853383648774,0.0011091857924456184,0.005616755425500976,0.0008543702237244546,0.012137035347816988,0.014891343461391184,0.11063159601854018,0.15184386596669242
0.995,8,50000,10.6,0.2541,2255.4,5.8992590710182924e-05,0.000820991746288056,0.017773225711712977,0.0009361492326015441,0.006921753242389884,0.015300361780257237,0.03051527919148447,0.0518386870883397
0.995,8,100000,11.5,0.27589,2491.4,4.34499690992185e-05,0.0006379296323795485,0.025922792967444874,0.0011304283774108495,0.002655002010076952,0.00975405981618345,0.0026359540358981137,0.13306770897882325
0.995,8,200000,15.05,0.32346,3030.35,0.00014928403433667192,0.0004808289216238764,0.022994708728416555,0.0012844247326109994,0.0019104646316142337,0.013438717673859957,0.0018357172300278168,0.16662922309997089
0.995,9,1000,20.0,0.224,1940.0,0.0010384791889260503,0.0055936711589996205,0.0025504295250921203,0.0008691432509728932,0.0027134033887147558,0.005768870743099903,0.40601724854252025,0.3925393394002091
0.995,9,5000,8.0,0.244,2140.0,0.0002493399199264418,0.002612000508425426,0.0012717410128373406,0.0009475759244464841,0.011402112107695046,0.008897456591970684,0.3451096965327132,0.3557066527993018
0.995,9,10000,11.0,0.2627,2334.0,7.476721739956005e-05,0.0018644489929516127,0.0041678557209708245,0.0009656027909217452,0.0184855689199204,0.01944920083763799,0.2586699927780058,0.262620164210063
0.995,9,25000,13.2,0.25456,2264.7999999999997,0.00016113498529984893,0.0011595657042372716,0.017237327465810554,0.0009337448766967218,0.01236052598100381,0.017043648647225858,0.10159566619741078,0.041457577608741074
0.995,9,50000,13.4,0.26048,2327.2000000000003,0.00011691926046308865,0.0008621739643653939,0.021946505052109183,0.0010324221455965826,0.00460627765038107,0.00839089384023288,0.02087345932966395,0.06868708733020842
0.995,9,100000,14.799999999999999,0.28287,2560.5,0.000110080044618599,0.0006571578937735578,0.023176926299179623,0.0011996013815247183,0.0022957780248432785,0.013802116307460024,0.005080925131481377,0.18080514575650264
0.995,9,200000,16.3,0.32704,3066.9,9.593504668214958e-05,0.0005000750918609357,0.022870556431012205,0.0013893060972206854,0.0019456445962621565,0.015172932667480663,0.0044996397906669205,0.20650507133175397
