gamma,seed,transition,g_plus_events_per_10000,right_end_occupancy_rate,right_reward_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,sampled_target_variance,mean_conditional_sampling_variance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error
0.95,3,100000,128.7,0.27915,2520.1,0.00020275178176376585,0.0018063796552142376,0.01868863602448161,0.009063909607699743,0.005285437623555082,0.012503259448794645,0.010422349638889702,0.01964898616257223
0.95,3,200000,154.25,0.326145,3056.05,0.00010139414054888274,0.0013227398604120008,0.01792724241157573,0.009720226324015329,0.004233085845710131,0.015139848067767287,0.006347391950686276,0.02049733395054701
0.95,4,1000,70.0,0.195,1670.0,0.0013974930744726916,0.015846777815798734,0.008732630753419094,0.006975565753980303,0.017079757403063826,0.014609276928636054,0.25415854576630753,0.2657406975071535
0.95,4,5000,78.0,0.223,1926.0,0.001935864227768147,0.007007421515388475,0.020525787469391057,0.0068199939297679596,0.02362083429116979,0.02152157566255798,0.0856637637985707,0.12362806217194512
0.95,4,10000,103.0,0.2295,1986.9999999999998,9.110662357142418e-05,0.005143282813953565,0.025862872861099777,0.007348155028975028,0.016334856348450468,0.023882819189613155,0.027869655224563767,0.04448367705836619
0.95,4,25000,108.80000000000001,0.23416,2067.6,0.0007164738331932319,0.0034543466564888343,0.024093800033191302,0.008286465849441382,0.002356465056656714,0.013548934926769708,0.014034617193411406,0.017243866322686815
0.95,4,50000,110.8,0.25154,2232.8,6.80482852742359e-05,0.0024849306742087906,0.02012368093567899,0.00857622285503299,0.0061801817530269506,0.014566059967108297,0.006886638838074543,0.02137835782201541
0.95,4,100000,127.39999999999999,0.28206,2553.1,1.6317216862127282e-05,0.001808791611576171,0.018634472861710716,0.009088130816967558,0.006183127929307408,0.01310971649479066,0.013467786411954964,0.016972529852265515
0.95,4,200000,152.2,0.324965,3046.95,1.2710839764062953e-07,0.0013226490201769785,0.017793024278694735,0.0097188912809729,0.0033318553795202064,0.012555306737534988,0.0074730190820780544,0.014674477652546711
0.95,5,1000,130.0,0.236,2120.0,0.0028065251897694404,0.017037154102393436,0.0172643431748942,0.008062906108575041,0.020076834543041704,0.025939569451013462,0.24970846399614313,0.23723516013835552
0.95,5,5000,114.0,0.2304,2018.0,0.0009893584265759925,0.007238861262581048,0.028646941229588264,0.007277932274846735,0.02571704183673275,0.02041568428892418,0.0857818749278228,0.11495332169491092
0.95,5,10000,100.0,0.2253,1969.0,0.0010290632663121912,0.005113277279931063,0.02161165300661526,0.0072626679281831115,0.014343133928598097,0.01829736276850484,0.0258637624551939,0.06518985924132532
0.95,5,25000,104.39999999999999,0.24204,2136.4,0.0005715083915977526,0.0033775787244941322,0.01941869169249114,0.007922248638996814,0.006322923036422928,0.0084113515305832,0.009294916772784162,0.01586161377220071
0.95,5,50000,112.0,0.2538,2260.4,0.0002615969867321155,0.002456262438258596,0.019287029336999245,0.008379479396666754,0.004297414850911507,0.009232909393396152,0.006335157577438952,0.037195763365581495
0.95,5,100000,129.1,0.28138,2546.0,0.00033737981912895787,0.0018059296006819187,0.019323966585287036,0.009059393673942095,0.004509130591282692,0.01105284430998355,0.005198361694756008,0.02767411023190905
0.95,5,200000,155.1,0.32506,3047.7999999999997,0.00011903803401980273,0.0013216800752009295,0.018485230346463294,0.009704656784350745,0.0033418282236571347,0.010812316726998311,0.008736631590984242,0.015616171786577253
0.95,6,1000,120.0,0.23,2030.0000000000002,0.001811280656445119,0.01690543007127842,0.018340196611640887,0.007938710163746797,0.018599803812367904,0.02763870789525652,0.24547479660948035,0.23357633362594243
0.95,6,5000,102.00000000000001,0.2382,2096.0,0.0006017146633258141,0.007250604377332778,0.023367788462462118,0.007301564421749614,0.0215171787812807,0.019880299679691325,0.07787145845309129,0.09036880236603652
0.95,6,10000,104.0,0.2361,2080.0,0.0004337564112895098,0.005187192563066539,0.021856921508449603,0.007474157412870224,0.015508689730445486,0.022559416912933058,0.02444048885963039,0.03177833420153703
0.95,6,25000,114.0,0.24644,2186.8,0.0004691862737162267,0.0034701851969593345,0.022258263255963483,0.008362628681385898,0.00674538452224117,0.013038216171126445,0.015112090612604165,0.06491451718731177
0.95,6,50000,121.0,0.2655,2377.4,0.00046529975002645996,0.0025292348652745356,0.019921846567276667,0.008884762505167083,0.0035124630236934504,0.014594788897239077,0.01371663821483001,0.039784013020138266
0.95,6,100000,131.29999999999998,0.288,2616.6,0.0002728115228856631,0.0018247527290529075,0.018237586493110455,0.009249229228294535,0.003254230274365726,0.011762522739155795,0.005933662625120811,0.02761684143595844
0.95,6,200000,149.75,0.32717,3071.85,2.0039898116164245e-05,0.0013253996900929616,0.016998170862207857,0.00975935743610288,0.003543487571441415,0.012811309892296195,0.005367209160675519,0.011060780268302511
0.95,7,1000,90.0,0.238,1960.0,0.0007669908283830865,0.016980446543764686,0.011526544019443112,0.008009321245156947,0.016474373648512158,0.015496495231503213,0.24234359538696407,0.24963588526693511
0.95,7,5000,108.0,0.2358,2036.0,0.0010151374566708116,0.0073584505175668625,0.030117912725547306,0.007520388058261115,0.02268065958173011,0.02775216694712299,0.0596734030466427,0.04660682272442231
0.95,7,10000,103.0,0.237,2057.0,0.0005686054498776905,0.0053321086803775645,0.025874566040248497,0.007897606383154936,0.01428569957714323,0.016912553917070985,0.021217681522316068,0.023292252047656007
0.95,7,25000,115.99999999999999,0.23736,2086.4,0.0007624498537968649,0.0034934619344066864,0.023620986885885147,0.008475191866075352,0.008089362856873214,0.015530770882141347,0.009289168452852393,0.039397130315580425
0.95,7,50000,115.60000000000001,0.25044,2218.6,0.0004611787532994849,0.0024968346959467107,0.019677358087906324,0.008658588192893477,0.002727885533168812,0.013123826387087055,0.006117664460263565,0.019375450999910913
0.95,7,100000,129.5,0.28091,2542.8,2.1241902683821756e-05,0.001810801878175942,0.018642065126465032,0.009108342894459776,0.0032705106531795355,0.009775194158899695,0.011179574865761025,0.02791900025147413
0.95,7,200000,152.2,0.32577,3053.2999999999997,4.189948212629524e-05,0.0013257248338465904,0.01778824094205077,0.009764146305986498,0.00369432506469744,0.017813634756405048,0.008477732431905536,0.028993153948994085
0.95,8,1000,80.0,0.215,1900.0,0.001955243286140808,0.016749374762036147,0.00995125519232375,0.00779282096997593,0.018753651590700793,0.016822694254196854,0.24925104762799058,0.26137931238823103
0.95,8,5000,108.0,0.2438,2160.0,0.0003491406337598202,0.0073165031374503205,0.029360185157892665,0.007434891411155606,0.02889089122145816,0.03308839826296719,0.07158490576227271,0.08330495392143301
0.95,8,10000,115.0,0.2447,2169.0,0.00010875325029502392,0.0053795142841810105,0.030542253281035037,0.00803865942602987,0.019220426824225444,0.02314884135756612,0.02589073087351532,0.0409257720090168
0.95,8,25000,108.4,0.24204,2139.2,0.0004959370068645663,0.003425772014804494,0.02181938455377318,0.00814994020654003,0.0043902573942407805,0.011503459309094757,0.01125856318396526,0.01799261812203123
0.95,8,50000,109.4,0.25838,2303.2,0.000614535861282739,0.0024656099962580623,0.019000791219078567,0.008443378685621778,0.0044475681324217505,0.011909749176798497,0.009162102533248612,0.012752410565375799
0.95,8,100000,125.0,0.2836,2573.3,0.0004710931240612948,0.0017905701747867988,0.0182878882438254,0.008905948752322299,0.0031994422963755043,0.01288159433690169,0.012330707059731551,0.03825842939349285
0.95,8,200000,154.75,0.32716,3073.4,0.00015473628679180118,0.0013187309933177676,0.018491676199696862,0.009661396848538142,0.003993477922982121,0.020613329460999915,0.005536685018686857,0.03382208826165207
0.95,9,1000,110.0,0.23,2030.0000000000002,0.0003231390357826408,0.01678885517282099,0.014394660052464337,0.007829601611498833,0.019734914584729906,0.02064627093562465,0.2454329048532863,0.24598492353775692
0.95,9,5000,115.99999999999999,0.2582,2278.0,0.0003653290209703064,0.00759103696406279,0.0342134842709967,0.008003311415245504,0.022757331461638386,0.027845430619064564,0.06400851772239041,0.08254182318659208
0.95,9,10000,109.0,0.2521,2213.0,0.0002850196870094468,0.00553110332162965,0.029092036223231112,0.008498084431817373,0.017375792202505853,0.027804621051776012,0.022460979103795933,0.034617302963314715
0.95,9,25000,112.8,0.24608,2164.4,0.0009318854626853001,0.003575638987343666,0.023528386908384546,0.008878607060980582,0.004341048052769278,0.019380163474534744,0.007367282773657634,0.03323541580244469
0.95,9,50000,111.2,0.25992,2312.0,3.5448620577360757e-05,0.0025196678836374503,0.019048205712602906,0.008817675338658373,0.004336046299936965,0.011872451569891898,0.007365940997506541,0.013887044132538608
0.95,9,100000,126.6,0.2823,2553.2,5.55673090011366e-05,0.001818518115855253,0.018328343898473442,0.009186133715815942,0.0036155853584911163,0.013047349683968612,0.011720904956443038,0.032404921524063955
0.95,9,200000,151.15,0.32652,3059.6,0.00013177777968897963,0.0013251846451696517,0.017250781484439034,0.009756190798852312,0.0032914655952649466,0.011163391738897284,0.003512145094812335,0.02905425285126416
0.99,0,1000,30.0,0.198,1670.0,0.0013978262332629277,0.007490775756132297,0.003189787808223253,0.001558658928573872,0.004721444454165286,0.007959987100991479,0.38415288200592873,0.3762953303487322
0.99,0,5000,20.0,0.2372,2070.0,0.00013560060418883746,0.0034846209299575735,0.004751627710268669,0.0016864698646525528,0.017362577991991823,0.01647844089959905,0.28457984943049447,0.2843054920780217
0.99,0,10000,15.0,0.2326,2031.0,0.00045644922047566316,0.0024077268077150158,0.004696398801090959,0.0016103189946082054,0.020088319814658362,0.012369977307052351,0.1716575709821947,0.23138114568544257
0.99,0,25000,16.4,0.24256,2150.4,0.000507447395229399,0.0015457105876281651,0.0076455456854772385,0.0016591814032679221,0.007943775569094475,0.017743268922798497,0.036350432321266536,0.09617191062767305
0.99,0,50000,20.2,0.2543,2269.6,0.00024277420970697516,0.0011645791146255317,0.017439960231470802,0.0018836729364194267,0.0031018947211430095,0.012023176650624875,0.008086992760811576,0.0526465643223788
0.99,0,100000,24.599999999999998,0.27924,2537.3,2.4887022494313182e-05,0.0008957840058087726,0.021039320844925456,0.0022289694029522535,0.0007921700426212855,0.00986289494143173,0.001755742825148801,0.1126557643596917
0.99,0,200000,29.099999999999998,0.32422,3044.75,8.296766832383007e-05,0.0006550903083364216,0.01463964878772205,0.0023841295115350444,0.002119405510318015,0.005573059029830856,0.004660825928999621,0.10794470572047359
0.99,1,1000,30.0,0.21,1890.0,0.001134406335331073,0.007843905980816405,0.003525046515381435,0.0017090794732190944,0.005955424087387233,0.009905275660093095,0.38532754055935053,0.37612061358516896
0.99,1,5000,20.0,0.2262,1962.0000000000002,0.0001684063125099028,0.003366609655998877,0.005663505315323556,0.0015741750799812327,0.017984459221344305,0.017461156712551402,0.2831507274588165,0.2694268901544977
0.99,1,10000,21.0,0.2308,2015.0000000000002,0.0005195254379236625,0.002390259583182938,0.009645443937101266,0.0015870391319438534,0.019827689617881585,0.025776476908394505,0.16830150337417374,0.1372785896179001
0.99,1,25000,23.6,0.23876,2092.0,0.0003848393286544627,0.0016637798542728502,0.025379960793994606,0.0019223356968640182,0.00788322748653976,0.008094657895965002,0.03232881588402798,0.05171236178972736
0.99,1,50000,25.400000000000002,0.25204,2230.8,0.00020696214110921263,0.0012645058408101192,0.022519045049126357,0.0022207986408929255,0.0020121861981440697,0.005514080486727871,0.004838567225276068,0.0736832043938372
0.99,1,100000,26.4,0.27841,2513.3,4.1538477753289005e-05,0.0009156294138808135,0.014146778962726002,0.0023288256210103387,0.0011975075137525871,0.011271904238771608,0.0026087449227422074,0.08066506120830587
0.99,1,200000,32.25,0.326245,3058.5,8.634309608734902e-06,0.0006620946135047744,0.01032260489244707,0.002435384873511314,0.0014263322802699947,0.009464925619660452,0.0035985098005001013,0.12700213847954842
0.99,2,1000,20.0,0.283,2520.0,0.00043619530792582406,0.009081678396351813,0.0023619049166336455,0.0022910245137434237,0.006572493726496747,0.005190664624192005,0.3784232331564465,0.37798018699943814
0.99,2,5000,14.0,0.2488,2152.0,0.00038630201440041645,0.003592969336159122,0.003658663682213743,0.0017929762014694056,0.018349205293316566,0.014507640682271226,0.27442266812177013,0.2975225950176681
0.99,2,10000,17.0,0.2609,2278.0,0.00043182006954950447,0.002533620290209987,0.006790713138858884,0.0017831199374899274,0.027988706682334705,0.02154716910082991,0.16694833345874147,0.20945294389546187
0.99,2,25000,21.6,0.255,2250.8,0.0002815477025013835,0.001616819567941034,0.016362544923688913,0.0018153510522757165,0.011208790397181695,0.02093555860802225,0.026694048950997067,0.02966274440226889
0.99,2,50000,23.6,0.25824,2294.7999999999997,0.0002512316331748643,0.0012132252079638764,0.019943614149080455,0.002044326951720821,0.0014547233569745198,0.005800828401085821,0.012160726959692105,0.047278712106775124
0.99,2,100000,25.7,0.28339,2568.3,0.00032445262778851847,0.0008959029120289747,0.015685402293664944,0.0022295611882833244,0.0015790572840339346,0.009832391823299966,0.006877678136281017,0.0776342871473757
0.99,2,200000,29.55,0.32583,3054.0,0.00023088982920149714,0.0006535014488211265,0.011455097380350379,0.0023725785756183978,0.0014161318815773677,0.012369584076101106,0.0037549538562097425,0.09433383571087656
0.99,3,1000,0.0,0.278,2580.0,0.0025803000000000046,0.009589681898791023,0.0,0.0025544999700000052,0.0068503535360681,0.0008416666666666673,0.3795209732884053,0.39746409774072045
0.99,3,5000,20.0,0.2564,2258.0,0.0003989287734378205,0.00378421114943693,0.007736840530473426,0.0019889241699337177,0.019050311021421438,0.01777009137043913,0.2683287160441355,0.28987175179198527
0.99,3,10000,21.0,0.2462,2151.0,0.0002544880094627333,0.0025280693177690125,0.012968641060494062,0.0017753151320680778,0.02232776320859121,0.028639201768602116,0.16949731408440336,0.17311445790186644
0.99,3,25000,23.2,0.25048,2205.2,0.0002733001503585908,0.001634849769076285,0.022116329058364553,0.0018560651162838767,0.013479899137832818,0.018997491902062236,0.03906711991237715,0.024585106601537007
0.99,3,50000,23.8,0.25542,2265.6,6.188729746414712e-05,0.0012263259966423623,0.022014005615321266,0.0020887159028345603,0.002393859052402497,0.006584952787837707,0.005891813536702224,0.0834760703895888
0.99,3,100000,26.0,0.27957,2529.2,1.538841963194537e-05,0.0009086683156873357,0.016909677583871165,0.0022935502998168316,0.0017469846771290358,0.0087893533857615,0.002965347660591681,0.11358126175101035
0.99,3,200000,32.05,0.32722,3072.95,4.757097024749024e-05,0.0006603732142257732,0.012011538102128252,0.0024227376781493274,0.0012151621234116154,0.014718523239130926,0.004046814080785259,0.10530589084046356
0.99,4,1000,40.0,0.207,1800.0,0.0018831404359917238,0.007709756403703968,0.0049220109750870294,0.0016511206612348428,0.005011469398708315,0.009777536457114358,0.3849075040259053,0.3735718601436506
0.99,4,5000,38.0,0.2296,2004.0,0.0008997163152587029,0.0033492797264773827,0.012759487751917138,0.0015580103730822798,0.017089755854629265,0.024319156975470515,0.28695012032415296,0.21764175785990772
0.99,4,10000,28.0,0.2407,2096.0,5.390018957535103e-05,0.002417233614238269,0.01225307886656039,0.001623060651612057,0.0245327383764862,0.02565050148283847,0.17905276819794524,0.15107941675290135
0.99,4,25000,23.2,0.24084,2109.6,8.429761383516032e-05,0.0016052339848317786,0.013289247501175267,0.0017894278792075764,0.006298260550616233,0.01071759634043555,0.02713520474683712,0.018350340035755478
0.99,4,50000,24.4,0.25716,2285.4,0.00016758939769345726,0.001200891162665802,0.012923984863776205,0.002002971645234475,0.0020796967817811366,0.01332392815532298,0.004703603147229359,0.057873877680011544
0.99,4,100000,28.8,0.28079,2543.2,5.3759049542412285e-05,0.000907687262340016,0.01387066798205841,0.0022886004617064257,0.002087208082647627,0.012504030978005088,0.003993365171201306,0.1358517445736139
0.99,4,200000,32.6,0.32699,3066.7,7.082635450650354e-05,0.0006636748515536651,0.010567442103664462,0.002447023936582108,0.001911569249509452,0.008814628956351924,0.002172909527743197,0.11679425186273917
0.99,5,1000,10.0,0.179,1590.0,0.0005562822137693338,0.007447488293609595,0.001103784030345756,0.0015406967189847767,0.00503023600311564,0.004077780926311739,0.38489850593282493,0.38934756014930777
0.99,5,5000,18.0,0.2148,1888.0,0.00013513782872680985,0.003478498257646438,0.004346736480337151,0.0016805486289512923,0.017013471481355905,0.017975625497786977,0.28539357259223724,0.30334418548188397
0.99,5,10000,16.0,0.2149,1905.0,5.43046189306895e-05,0.0023897483363034683,0.012559478283991442,0.0015863603085736653,0.01886757734969417,0.022439420719223935,0.18473143377419152,0.17601159606430353
0.99,5,25000,17.2,0.24044,2125.2,8.953178165588271e-05,0.0015738339221173893,0.016446640676221126,0.0017201063988940314,0.010909755419242717,0.011850433052613666,0.028752393776378993,0.03699719544045301
0.99,5,50000,21.2,0.25676,2285.4,7.622329268086592e-05,0.0012137373775495035,0.023551383113206058,0.002046053363417703,0.002756380538953334,0.012365351014299248,0.0052346483754625766,0.0740306582415322
0.99,5,100000,23.6,0.27854,2523.7,0.00017382916744146382,0.000906936938385012,0.01892505710739298,0.0022848183616866083,0.0016094105407864767,0.008808718154380635,0.004599414643143368,0.14371736343882033
0.99,5,200000,30.15,0.32603,3059.1000000000004,1.080778227968704e-05,0.0006665189713211418,0.014392935763857547,0.002468041884061073,0.0028270746071610148,0.007176498507391947,0.005288829183834484,0.12201548462860616
0.99,6,1000,10.0,0.262,2190.0,0.0011492480738358258,0.008768593234880901,0.0011030798958205068,0.0021357840921888646,0.005734422022057989,0.003761954565220474,0.38002292624896855,0.3906459102371727
0.99,6,5000,22.0,0.2638,2268.0,2.6865606165896172e-05,0.003700735743593671,0.006953625974498176,0.0019021451449877506,0.017854078814407766,0.01845357010749388,0.2717582581597919,0.27677310371037783
0.99,6,10000,22.0,0.2533,2202.0,0.00011079516953863,0.002507313214422112,0.011086635535961955,0.0017462832097821512,0.022254728541434236,0.02298154482393749,0.16169290949467,0.16762100200638297
0.99,6,25000,21.2,0.24888,2190.4,0.00018403288074264612,0.0016439088874651321,0.019813804614508226,0.0018766919654769783,0.010764320663150214,0.013283922179942393,0.030607163650819225,0.02877241146235848
0.99,6,50000,24.2,0.25952,2311.4,0.00016774550557629997,0.001234592505764359,0.020237672388817834,0.0021169703545687764,0.0023804557190548795,0.011007161549482327,0.0044384631649103485,0.09533732371044017
0.99,6,100000,25.7,0.28323,2571.3999999999996,8.833900657417848e-05,0.0009143866938243044,0.015515337372146932,0.0023225084051192845,0.0017148878098099812,0.005662259746438303,0.009790057147378522,0.10726053514828503
0.99,6,200000,29.900000000000002,0.327335,3072.95,0.0001389153685527056,0.0006672951329459025,0.01161167743169012,0.0024737933025182754,0.0023381934431030843,0.01045027796665464,0.0026240216064859073,0.1251182198867003
0.99,7,1000,30.0,0.257,2240.0,0.0007844272040194358,0.008756046991060293,0.0035448755501486717,0.002129676636379333,0.005709728714042414,0.008223542676591962,0.3817410420437503,0.38032478930196456
0.99,7,5000,30.0,0.2412,2136.0,0.0005824779714509176,0.003509076562823559,0.00956973580880829,0.0017102247671885553,0.01777470614135381,0.022985755559549407,0.27899025739420463,0.24581411428043434
0.99,7,10000,23.999999999999996,0.2458,2171.0,0.0002699140982542758,0.0024650123160577324,0.011527983182130653,0.001687857143976752,0.023066317545283873,0.025670414599550967,0.1766860010939184,0.15425306355542637
0.99,7,25000,23.999999999999996,0.25344,2242.4,3.107618289865943e-05,0.0016246634259418895,0.015598185375140126,0.0018330078108286367,0.009608365666042673,0.007839691537150506,0.023919462669588724,0.020856733551487747
0.99,7,50000,21.4,0.26186,2345.2000000000003,0.00016611555991397076,0.0011992173590960054,0.012955171633484797,0.0019973920477183295,0.0014907406455056903,0.0047087357937072765,0.0025467684457130637,0.022334014050763854
0.99,7,100000,26.2,0.28288,2564.9,6.913458572127551e-05,0.0008921148232975477,0.012959479264812251,0.0022107468276311524,0.001436629853467856,0.012841372408140145,0.003015766958005308,0.1518869354236679
0.99,7,200000,30.95,0.32802,3080.2000000000003,0.00012665802288780448,0.0006691728828463966,0.013668618349407403,0.0024877352618719838,0.001616813890772113,0.014722182417551891,0.003273836901245992,0.15311301219656695
0.99,8,1000,0.0,0.208,1890.0,0.0018900999999999998,0.008207508735298435,0.0,0.0018711999900000037,0.00565802275110578,0.0008416666666666673,0.3834015809755315,0.39746409774072045
0.99,8,5000,16.0,0.2298,2039.9999999999998,0.00036881969379113505,0.0036051518156862386,0.005504166059251309,0.0018051555019646924,0.01704909210849311,0.015845185305942495,0.27945960340560955,0.3046618353527894
0.99,8,10000,19.0,0.2368,2100.0,0.00027401548827835076,0.0024767945916589823,0.013215480178920078,0.001704030958130885,0.018822875247245966,0.018381193308473567,0.17208149002141018,0.18865089863860426
0.99,8,25000,16.4,0.2522,2236.7999999999997,0.0003607009019333529,0.0015987984119290035,0.01568551857297288,0.0017751085847129886,0.01532172640792978,0.018113122798254905,0.029560607846531597,0.05797236543269335
0.99,8,50000,20.2,0.25924,2308.4,0.0004638710353720432,0.0011821427677779271,0.017342575065982017,0.001940918782513414,0.002648561821600545,0.007516968161202804,0.008179832378832816,0.013387532205182814
0.99,8,100000,24.4,0.28282,2565.7000000000003,0.000267447780200436,0.0008747542590691452,0.014758936810090167,0.0021255417048878034,0.0015660414523741468,0.009275439853666209,0.0049578711717303365,0.08198660254178851
0.99,8,200000,29.7,0.326555,3066.15,8.285188808521138e-05,0.0006509715214085415,0.013624152715089512,0.0023542440093608395,0.002544708199593492,0.007500370776674166,0.0048092273586172974,0.11756027989452339
0.99,9,1000,0.0,0.271,2380.0,0.002380100000000005,0.009210146559094495,0.0,0.0023562999900000044,0.006288220542688692,0.0008416666666666673,0.3793250137391166,0.39746409774072045
0.99,9,5000,16.0,0.2366,2086.0,0.0002261165029045914,0.00357949921479771,0.004655089028358969,0.0017795575873246424,0.01837950456849194,0.016603996357492486,0.2853808189671139,0.29979322920850243
0.99,9,10000,18.0,0.2396,2119.0,0.00011593511728194561,0.0024669763877025125,0.008302523579021342,0.0016905479159671493,0.023234809712254584,0.022239446461384527,0.17921314664540366,0.19724830380609473
0.99,9,25000,20.0,0.24764,2183.6,0.00011913904004245968,0.0016094191602956376,0.018407815846856395,0.0017987708566157747,0.011835692168855145,0.01791814412440281,0.03715682155654991,0.03193308355078477
0.99,9,50000,25.400000000000002,0.25424,2251.4,2.1313078249762807e-05,0.0012174641271120088,0.02166002627719357,0.0020586373622286185,0.00196452381049284,0.008601405275287475,0.005170387829242377,0.06811389674435198
0.99,9,100000,29.4,0.28004,2527.8,9.66726089993708e-05,0.0009172226279691502,0.019239257373981043,0.0023369370812739835,0.0012749879951717464,0.014474092093484376,0.0038407629725004063,0.10971915372721652
