gamma,seed,transition,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,sampled_target_variance,mean_conditional_sampling_variance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error
0.99,7,1000,10.0,0.0017340031105184794,0.009919796602443657,0.0010817795057974232,0.002733399017607021,0.00020884764027829234,0.0020856228701849142,0.00020884764035462538,0.004051633781629624
0.99,7,2500,23.999999999999996,0.00031148306579100414,0.006226054526963273,0.0025803128002841605,0.002691927428661102,9.008475298791808e-07,0.0019698296943792383,9.008475298901674e-07,0.012837014409150803
0.99,7,5000,18.0,0.000935912577005869,0.004396539366651552,0.002006297762495203,0.0026846608892384482,2.721099896333771e-10,0.001805288301189096,2.721100006199591e-10,0.014349021106176875
0.99,7,10000,21.0,0.0006604426103221962,0.00312169137661974,0.002365876457592594,0.0027069325141283462,2.949029909160572e-17,0.0018834034630124319,4.0476881106125497e-17,0.018044967432843336
0.99,7,25000,24.8,0.00030250079758911,0.0019857753287421008,0.0029330281495431494,0.002738405316833888,6.649773324577761e-18,0.002571432949788274,1.7636355339097538e-17,0.021525563269432127
0.99,7,50000,27.200000000000003,0.00010124774699324726,0.0014203780675523868,0.003342653824077143,0.002802047020533129,6.649773324577761e-18,0.002032584890529271,1.7636355339097538e-17,0.031556551400766415
0.99,7,100000,28.1,0.00015654388213645967,0.001031539803859451,0.0035772507052459993,0.002955762130406651,6.649773324577761e-18,0.0022079705492016543,1.7636355339097538e-17,0.03327032297587535
0.99,8,500,20.0,0.0006192043476712372,0.013775176591426031,0.0021744447858094134,0.002635492918402385,0.0008205543279469632,0.01357274725040465,0.0008206920199372823,0.008892692082886218
0.99,8,1000,30.0,0.0003270352585289689,0.009834629107967377,0.0032425667434665016,0.0026866647136466453,0.0001446008092640443,0.0036152097774801184,0.0001446008093761959,0.009446558490744909
0.99,8,2500,32.0,0.0004883482827239757,0.006207097987992791,0.003801792067597443,0.0026755600994822332,4.926321545232574e-07,0.001954481084419601,4.92632154534244e-07,0.022952313579502736
0.99,8,5000,34.0,0.00071250349231234,0.004390508182679514,0.004001147020771,0.0026773002919688567,3.7411041278745394e-11,0.002573639627508842,3.7411052265327406e-11,0.024112347891311125
0.99,8,10000,32.0,0.0005343269310257824,0.0031011500939400003,0.0038191464487064408,0.0026714255292066866,6.649773324577761e-18,0.0019379338131140756,1.7636355339097538e-17,0.026472407345319037
0.99,8,25000,30.799999999999997,0.0003681411747141518,0.0019851548348944004,0.003883992755806167,0.0027366942489615376,6.649773324577761e-18,0.0020223790820457764,1.7636355339097538e-17,0.03146471865881158
0.99,8,50000,31.8,0.0003750289016082979,0.0014238885404577524,0.00401622765404326,0.0028159146883984846,6.649773324577761e-18,0.0019523659262961832,1.7636355339097538e-17,0.03102243813408187
0.99,8,100000,30.9,0.00012761745031333524,0.0010319963635308492,0.003923245354116952,0.0029583791509469348,6.649773324577761e-18,0.0031106585132124943,1.7636355339097538e-17,0.030179117198874797
0.99,9,500,20.0,0.0008771756208176976,0.014430957891383211,0.0021190617617982354,0.0028923964675399362,0.0011426443716905938,0.001694806849405897,0.0011426888827755421,0.0070114463286229875
0.99,9,1000,20.0,0.0007242857576481455,0.009885699389069741,0.0021322774159711027,0.002714640344751496,0.0002261133823558822,0.0021022529610026336,0.0002261133823931617,0.0048851428969154615
0.99,9,2500,32.0,0.0005070400778575887,0.006180928751411904,0.0033792616853478437,0.0026530472381965492,1.3695526362066692e-06,0.01014059715849022,1.3695526362176556e-06,0.021118830556961853
0.99,9,5000,38.0,0.00109791540081269,0.004399675922464371,0.004136754734797434,0.0026884928087100995,1.487777681723664e-10,0.002504625227564269,1.487777791589484e-10,0.020152541194080453
0.99,9,10000,33.0,0.0005908440422498773,0.0031258705101779877,0.0037405995417373263,0.0027141851240001093,1.9371078815074345e-17,0.002208479203650127,3.0357660829594124e-17,0.025874914355537248
0.99,9,25000,31.6,0.0004384924877885131,0.0019880925338589513,0.003682168529366676,0.00274479994665674,6.649773324577761e-18,0.002423583833626648,1.7636355339097538e-17,0.024181505288862093
0.99,9,50000,32.2,0.0004010025445999252,0.0014229353415313192,0.0037982586018743113,0.0028121458141372943,6.649773324577761e-18,0.0022416545002052796,1.7636355339097538e-17,0.02778786777721849
0.99,9,100000,32.0,0.0002104429006880154,0.0010320502178741673,0.003857454950875626,0.0029586879228169893,6.649773324577761e-18,0.00252166089936747,1.7636355339097538e-17,0.02885266756032968
0.995,0,500,0.0,0.001370000000000003,0.009906906681704427,0.0,0.0013631499999999979,0.0005075978629243544,0.000833333333333334,0.0005076360691018375,0.00412931229166667
0.995,0,1000,20.0,0.0006759842805678512,0.006916982875081508,0.0021031843734648707,0.001329018113726968,5.808686185614087e-05,0.018439462642638158,5.808686189112171e-05,0.017623301387024278
0.995,0,2500,8.0,0.0005595302928372075,0.004425004091480196,0.0008809113717979245,0.0013597681395566997,2.952162741123171e-07,0.0008675061688836029,2.9521627411824406e-07,0.0064750363168303605
0.995,0,5000,16.0,0.00026164008433472545,0.0031096411003636703,0.0019494166441424898,0.0013430371907043024,6.14448441490593e-11,0.0010444088745809777,6.144485007603118e-11,0.021435254593068966
0.995,0,10000,13.0,4.815341316687094e-05,0.002208391863465907,0.0017115035390087025,0.0013547207285062282,5.3487307175951555e-18,0.0014149712942378226,1.1275702593849246e-17,0.021050784476314543
0.995,0,25000,13.600000000000001,3.677818458386328e-05,0.0014095645003796818,0.0017842043687377868,0.0013797722782851543,3.1803263726241462e-18,0.0014483256886917994,9.107298248878237e-18,0.020447166465445078
0.995,0,50000,15.200000000000001,0.000104464260569051,0.0010078935745894268,0.0019626212268517023,0.0014109020245814616,3.1803263726241462e-18,0.0009460498420680374,9.107298248878237e-18,0.02260168815300394
0.995,0,100000,16.8,0.00018365966556379426,0.0007302760697888056,0.002158169344908598,0.0014813976058505125,3.1803263726241462e-18,0.0015778644649833556,9.107298248878237e-18,0.02494805810790322
0.995,1,500,0.0,0.0013500000000000022,0.009834327633346362,0.0,0.001343249999999998,0.0003529237466593064,0.000833333333333334,0.0003529699056865002,0.00412931229166667
0.995,1,1000,10.0,0.0003557141716714384,0.006980970672781673,0.0010868780581897255,0.0013537208759510499,8.561473112049667e-05,0.0010176958572631117,8.561473115213788e-05,0.004096349767510727
0.995,1,2500,16.0,0.00024994385975292584,0.004400700019991682,0.0018101804343291902,0.0013448722684690831,2.468642067034929e-07,0.0008960120664588089,2.4686420670941983e-07,0.014891933109745709
0.995,1,5000,11.999999999999998,0.00016514254361378426,0.0031166938325440734,0.0014287836102982179,0.0013491361730303142,6.949887511551826e-11,0.007663900383882788,6.949888104249013e-11,0.02535269395997941
0.995,1,10000,11.0,0.00024497241219006115,0.0022028522176136896,0.001345684584358472,0.0013479327479570976,3.1803263726241462e-18,0.001102644059320133,9.107298248878237e-18,0.016217030060084025
0.995,1,25000,18.0,0.00043067359810410044,0.0014075958787070346,0.002195609303147143,0.001375920942884048,3.1803263726241462e-18,0.0009632043990442624,9.107298248878237e-18,0.02468636279010475
0.995,1,50000,15.6,0.00015379782824606267,0.0010092322212150522,0.0021196664805347965,0.0014146523282481504,3.1803263726241462e-18,0.00357618532418367,9.107298248878237e-18,0.03121201760131404
0.995,1,100000,15.0,1.4359701388286239e-05,0.0007313367617590567,0.0021474743411109875,0.0014857040530561758,3.1803263726241462e-18,0.0009697261868349339,9.107298248878237e-18,0.02878520406746969
0.995,2,500,20.0,0.0007117168122684411,0.009691406386415613,0.002169024027089953,0.0013044910798146853,0.0004401142912054785,0.013220777802480939,0.00044018081746893513,0.009826709059016489
0.995,2,1000,20.0,0.0006096785810266337,0.006956761245319174,0.0021483359114646237,0.0013443479728992996,0.0001727162996427974,0.0009657194623833284,0.00017271629969526858,0.0054121367603192465
0.995,2,2500,20.0,0.0006402925383748106,0.004400116727341839,0.0021485245942945612,0.0013445157787662122,1.7132435644414492e-06,0.005574881592318256,1.7132435644473764e-06,0.013796971637481947
0.995,2,5000,20.0,0.0006859924855340538,0.003093568857008716,0.0021940602464520322,0.001329190037924196,6.986112007177174e-11,0.0028166548229608505,6.986112599874361e-11,0.01783177932863926
0.995,2,10000,15.0,0.00016186104603343153,0.0022065766003332887,0.0017426907020474214,0.0013524945258717822,1.3588667228484988e-17,0.0016120099268473592,1.951563910473908e-17,0.016158961728543038
0.995,2,25000,17.6,0.00040127989528975644,0.0014023639827124542,0.0021295838217358226,0.0013657116250063443,3.1803263726241462e-18,0.006015616828990586,9.107298248878237e-18,0.03221554328755966
0.995,2,50000,15.6,0.00015391231212517203,0.0010054167598909907,0.0020208230181641353,0.0014039761959301366,3.1803263726241462e-18,0.0013547669677044306,9.107298248878237e-18,0.02409320677539971
0.995,2,100000,15.100000000000001,3.2993430643914884e-05,0.0007299365001429504,0.0020294761566468315,0.0014800202617803874,3.1803263726241462e-18,0.000954471633572808,9.107298248878237e-18,0.025973763039730785
0.995,3,500,20.0,0.0005798594064018239,0.010018033234960463,0.002114479355969247,0.0013939026374551722,0.0004150224536250485,0.0010408054300310415,0.0004150572948028288,0.0026904458748348834
0.995,3,1000,10.0,0.0003951603649108024,0.007044775887072787,0.0010704906513420058,0.0013785796471967272,6.878521715861317e-05,0.0008687604322149852,6.878521718104097e-05,0.0028153934279660352
0.995,3,2500,11.999999999999998,0.0001703625560890423,0.0044445569904809565,0.0012930600604459902,0.0013718115862245237,3.6900200639063244e-07,0.0009816214835529507,3.6900200639655944e-07,0.007264974992290372
0.995,3,5000,8.0,0.0005480133620099619,0.0031280686079188593,0.0009022785294139663,0.0013590018355343649,2.5889798696091908e-11,0.000877850957386681,2.5889804623063783e-11,0.00934652720172066
0.995,3,10000,13.0,6.900948440517578e-05,0.0022133897919070504,0.001492111590592846,0.0013608595474773153,3.1803263726241462e-18,0.0009219512442750528,9.107298248878237e-18,0.017283425446652255
0.995,3,25000,12.8,9.974676380451047e-05,0.0014095494859389776,0.0017025842745391933,0.0013797428842436364,3.1803263726241462e-18,0.0009614688868863934,9.107298248878237e-18,0.024823220378046393
0.995,3,50000,14.200000000000001,3.161858829404951e-06,0.0010105001468923157,0.001960744428152414,0.0014182090928741551,3.1803263726241462e-18,0.00097365150640539,9.107298248878237e-18,0.027268431665801184
0.995,3,100000,13.7,0.00012301787761789112,0.0007322363558115591,0.001988776649296956,0.0014893613354783114,3.1803263726241462e-18,0.005870510328403603,9.107298248878237e-18,0.035733820961393166
0.995,4,500,0.0,0.001380000000000001,0.00994299753595463,0.0,0.0013730999999999978,0.0003865394272424318,0.000833333333333334,0.00038657051907556176,0.00412931229166667
0.995,4,1000,10.0,0.0003324666586353147,0.006955285733232667,0.0010857738657569411,0.0013437777675252744,4.773388127072946e-05,0.0010580289847949133,4.7733881317422285e-05,0.005391747121920486
0.995,4,2500,8.0,0.0005555930863809389,0.004405582544546643,0.0008846442585526999,0.0013478581636676443,3.06826109760869e-07,0.0010088264946779373,3.06826109766796e-07,0.0067782402997455275
0.995,4,5000,8.0,0.0005580181728896457,0.003122370640612954,0.0009057562903400059,0.001354055335744687,5.5097956868273755e-11,0.000884415228420558,5.509796279524563e-11,0.009914784038013795
0.995,4,10000,9.0,0.0004565087519320197,0.0021976898337853442,0.0010600930351237978,0.0013416223904231816,3.1803263726241462e-18,0.0009092511861348539,9.107298248878237e-18,0.016070003464704666
0.995,4,25000,11.2,0.0002461158946371663,0.0014053634109600446,0.0013949743522748512,0.0013715599422675355,3.1803263726241462e-18,0.0009139586252621679,9.107298248878237e-18,0.01928345138521152
0.995,4,50000,11.2,0.00028938152957294974,0.0010076498023821776,0.0014305168783850372,0.001410219617001169,3.1803263726241462e-18,0.0009430660844527857,9.107298248878237e-18,0.01905145935074669
0.995,4,100000,14.1,8.557475327242506e-05,0.00073108830518291,0.001799404007685838,0.001484694749931166,3.1803263726241462e-18,0.0010884312805370256,9.107298248878237e-18,0.024541122864072548
0.995,5,500,0.0,0.0012600000000000007,0.00950086311868558,0.0,0.0012536999999999989,0.0003546640936221219,0.000833333333333334,0.00035476496112103615,0.00412931229166667
0.995,5,1000,0.0,0.0013000000000000006,0.006823928487315774,0.0,0.001293499999999993,4.486238914637005e-05,0.000833333333333334,4.4862389286475856e-05,0.00412931229166667
0.995,5,2500,8.0,0.00048602786598810586,0.0043031978265870964,0.0008652601986815986,0.0012859383010238824,1.324992859225565e-07,0.006989119684243532,1.3249928592848348e-07,0.006792283145056315
0.995,5,5000,18.0,0.0005196566293001106,0.003072363188570948,0.0020094137014308976,0.0013110299392341447,8.625710432377809e-11,0.010539821756802301,8.625711025074996e-11,0.030559487664967383
0.995,5,10000,15.0,0.00016520487535987526,0.002192048473929631,0.0017862906463268174,0.0013347434755714511,1.1275702593849246e-17,0.0038883737028285546,1.7202674470103336e-17,0.023911387819483293
0.995,5,25000,17.2,0.0003531619017646849,0.001400757533895941,0.002081881593705622,0.0013625844921987763,3.1803263726241462e-18,0.0009401465596670912,9.107298248878237e-18,0.02105260438224923
0.995,5,50000,18.0,0.0003991927474988541,0.0010058216175553947,0.002244662973912727,0.0014051071199190975,3.1803263726241462e-18,0.0009566469771553522,9.107298248878237e-18,0.024515096516011897
0.995,5,100000,15.7,9.572439860233012e-05,0.0007305652214620287,0.0021220381207197976,0.0014825709522496195,3.1803263726241462e-18,0.0009712204638620131,9.107298248878237e-18,0.026772055482964324
0.995,6,500,40.0,0.002491948808599201,0.009800789459590188,0.0041068079024153435,0.0013341038059890853,0.0004736389985760632,0.04873072740086393,0.00047368948600820505,0.033654871137733335
0.995,6,1000,30.0,0.0014987073925511428,0.006935163596038365,0.003352616286646813,0.001336013725105994,9.752405851599357e-05,0.002907549672301719,9.752405856374329e-05,0.012692901521630365
0.995,6,2500,20.0,0.0006079216323381965,0.004372904655715259,0.0022939429352606968,0.0013279371616650136,7.326399625856341e-07,0.0008911647070535236,7.32639962591561e-07,0.015428819867119756
0.995,6,5000,16.0,0.0002732944186689644,0.003077046508130999,0.001879613520884964,0.0013150298907223855,9.60841923964654e-12,0.0009004991492903225,9.608425166618417e-12,0.016270058042174768
0.995,6,10000,13.0,3.90475820684702e-05,0.0021930206633993627,0.001579366252512068,0.0013359276750268283,3.1803263726241462e-18,0.0017476157737302527,9.107298248878237e-18,0.015599200411955227
0.995,6,25000,14.4,6.248484214129921e-05,0.0014027841066312629,0.0017270464011409556,0.001366530034595327,3.1803263726241462e-18,0.0009058544382972,9.107298248878237e-18,0.018538988665008898
0.995,6,50000,17.2,0.00031809812285253647,0.0010063962495040696,0.0021486535592806066,0.0014067130708553574,3.1803263726241462e-18,0.015158698939888096,9.107298248878237e-18,0.03960364761381529
0.995,6,100000,15.6,7.748410401389391e-05,0.0007305594839577061,0.0021050797609050696,0.001482547665557083,3.1803263726241462e-18,0.0009576839788127685,9.107298248878237e-18,0.027571495262229743
0.995,7,500,0.0,0.0013900000000000017,0.009978957861420192,0.0,0.0013830499999999976,0.00048789971249703834,0.000833333333333334,0.0004879337488270727,0.00412931229166667
0.995,7,1000,0.0,0.0013600000000000014,0.006979627497223596,0.0,0.0013531999999999923,0.00010883396477547047,0.000833333333333334,0.00010883396480184189,0.00412931229166667
0.995,7,2500,11.999999999999998,0.00014841242686674128,0.004409122859102599,0.001336590342472254,0.0013500253046292415,3.552433804837954e-07,0.001582225742333756,3.5524338048972234e-07,0.012418297400441073
0.995,7,5000,23.999999999999996,0.0010498176397656812,0.003119745177150201,0.0028652169585000786,0.0013517791625488804,4.085781149174017e-11,0.002930942883540963,4.085781741871205e-11,0.026191432006423015
0.995,7,10000,23.0,0.0009812005417756918,0.0022032475360593985,0.0028226300781923146,0.0013484165847643917,4.04768811061255e-18,0.0012008602136000697,9.974659986866641e-18,0.024012973169050895
0.995,7,25000,16.4,0.00026139756036247866,0.0014148775671530048,0.0022097574870629214,0.0013901934236338932,3.1803263726241462e-18,0.001674311220631845,9.107298248878237e-18,0.024956380911362652
0.995,7,50000,16.4,0.00021469086430341358,0.0010122548005853098,0.0022192362463401526,0.0014231385851500072,3.1803263726241462e-18,0.0009629411763257199,9.107298248878237e-18,0.02511725629498819
0.995,7,100000,15.399999999999999,4.4766126869301426e-05,0.000732502819926678,0.0022327303465128874,0.00149044550333482,3.1803263726241462e-18,0.0009962549682237245,9.107298248878237e-18,0.03176679778281113
0.995,8,500,0.0,0.0013500000000000003,0.009834327633346362,0.0,0.001343249999999998,0.00048639029609304755,0.000833333333333334,0.00048644383958793496,0.00412931229166667
0.995,8,1000,0.0,0.0013800000000000006,0.0070307609829946376,0.0,0.0013730999999999921,8.828501050298276e-05,0.000833333333333334,8.828501053690615e-05,0.00412931229166667
0.995,8,2500,4.0,0.0009674462261448856,0.004408275877042355,0.0004465259327144806,0.0013495066811189964,6.40879593367284e-07,0.0008705465210283829,6.408795933732109e-07,0.0037685646839948684
0.995,8,5000,10.0,0.0003689796735969267,0.003116551449682835,0.0011078241966367202,0.0013490129081278031,3.557835806927238e-10,0.000899085975626485,3.5578358661969567e-10,0.01084159011881569
0.995,8,10000,9.0,0.0004577081240326065,0.002208766118542951,0.0010854479598221872,0.0013551799351175819,9.830099697201907e-18,0.0009148907298533378,1.5757071573456e-17,0.015518431985514407
0.995,8,25000,11.2,0.00025920006404878126,0.0014085025118665416,0.001422091087461609,0.0013776939763433037,3.1803263726241462e-18,0.0033603564999208657,9.107298248878237e-18,0.02411794262844912
0.995,8,50000,11.2,0.00030405859390504955,0.001008343984109183,0.0014765363337049787,0.0014121633198460833,3.1803263726241462e-18,0.0011171279247696498,9.107298248878237e-18,0.019474776031866148
0.995,8,100000,14.499999999999998,4.562264361742882e-05,0.0007309882583581798,0.0018340082234449017,0.0014842884273820137,3.1803263726241462e-18,0.0016677353728889802,9.107298248878237e-18,0.022259717545512096
0.995,9,500,40.0,0.0028236858828106955,0.009516876903327993,0.004388453118181295,0.0012579298054596916,0.00021571138352835152,0.000903103280470585,0.00021581304540967605,0.013411158353214466
0.995,9,1000,40.0,0.0027171741261085153,0.006846303519891425,0.004291866019408204,0.0013019964412910477,3.1662018077906945e-05,0.012277311518231387,3.1662018182998086e-05,0.026856305657989563
0.995,9,2500,16.0,0.0002848469592600586,0.004382823422468897,0.0018771491620445404,0.0013339681355931925,1.965031858083196e-07,0.0008971586439840326,1.9650318581424658e-07,0.015005472742930742
0.995,9,5000,10.0,0.0003393020498151395,0.0031080646201984336,0.0012629530800477428,0.0013416757893512823,2.3882236177089993e-11,0.0010710006130802904,2.3882242104061868e-11,0.015238431806645704
0.995,9,10000,8.0,0.0005529984258174653,0.002209085798983774,0.0010633425807821217,0.0013555722409088274,5.059610138265687e-18,0.0009119617472626277,1.0986582014519778e-17,0.016449144061959794
0.995,9,25000,9.6,0.0004121172149112416,0.001407758523778583,0.0012589904138999104,0.0013762389314383719,3.1803263726241462e-18,0.0011703942420686153,9.107298248878237e-18,0.01793375659809098
0.995,9,50000,12.4,0.00015795867831741583,0.001006425274524793,0.001638935901807992,0.001406794212780979,3.1803263726241462e-18,0.006398980824791982,9.107298248878237e-18,0.03284854313642762
0.995,9,100000,14.4,3.816718115813578e-05,0.0007298655040448882,0.0019261735349625018,0.0014797323722074967,3.1803263726241462e-18,0.0010273162937188707,9.107298248878237e-18,0.02525765234481821
